"","Gene","Quiescence_avg_log2FC","Quiescence_Up_percent","Quiescence_Down_percent","Quiescence_wilcox","Quiescence_wilcox.adj","Type","Rank"
"GHITM","GHITM",-0.0190837210285183,0.35,0.65,0.985435485839844,0.998617323883499,"None",5103
"RP11-259G18.1","RP11-259G18.1",-0.0190958669280875,0.2,0.75,0.0229850365762569,0.191733303924105,"None",5102
"CLSTN1","CLSTN1",-0.0191034223201935,0.55,0.45,0.956329345703125,0.988927292090168,"None",5101
"TTC37","TTC37",-0.0191111835668792,0.5,0.5,0.368276596069336,0.667507552945894,"None",5100
"COPS4","COPS4",-0.0191119077850142,0.45,0.55,0.409097671508789,0.698509234583128,"None",5099
"CHCHD4","CHCHD4",-0.0191138275095909,0.4,0.6,0.595819473266602,0.81598849116861,"None",5098
"RPUSD4","RPUSD4",-0.0191242516850407,0.45,0.55,0.230512619018555,0.544563725937245,"None",5097
"ZBTB6","ZBTB6",-0.0191278624198855,0.6,0.4,0.521673202514648,0.774996230059708,"None",5096
"WBSCR16","WBSCR16",-0.0191345797882814,0.45,0.55,0.728506088256836,0.88909967574733,"None",5095
"AAAS","AAAS",-0.0191373913543301,0.5,0.5,0.202449798583984,0.517371707492404,"None",5094
"MCFD2","MCFD2",-0.0191414275157769,0.45,0.55,0.570596694946289,0.803352696612221,"None",5093
"HCFC2","HCFC2",-0.0191522115163203,0.4,0.6,0.153646469116211,0.459568481904812,"None",5092
"STX2","STX2",-0.0191987659489856,0.5,0.5,0.311794281005859,0.621872603600709,"None",5091
"AC139100.2","AC139100.2",-0.0192065753666421,0.25,0.75,0.311794281005859,0.621872603600709,"None",5090
"TCP11L1","TCP11L1",-0.0192070745042348,0.35,0.65,0.294252395629883,0.606240350300368,"None",5089
"XRCC6BP1","XRCC6BP1",-0.0192082611362149,0.4,0.6,0.0896949768066406,0.356996124666145,"None",5088
"FLOT1","FLOT1",-0.0192233060125474,0.4,0.6,0.869487762451172,0.951829651947732,"None",5087
"TMEM52","TMEM52",-0.0192294120022355,0.5,0.5,0.277355194091797,0.590607558770352,"None",5086
"MAML3","MAML3",-0.0192452282458363,0.4,0.6,0.498008728027344,0.758840799331665,"None",5085
"GORAB","GORAB",-0.0192660634857424,0.45,0.55,0.348810195922852,0.65378751986714,"None",5084
"CHML","CHML",-0.0192679993202155,0.35,0.65,0.812355041503906,0.92705265970433,"None",5083
"LETMD1","LETMD1",-0.0192725528870422,0.3,0.7,0.132726669311523,0.429161299444952,"None",5082
"NUP43","NUP43",-0.0192794739495501,0.3,0.7,0.00830841064453125,0.120570863996233,"None",5081
"MBLAC2","MBLAC2",-0.0192860051194271,0.4,0.6,0.0637226104736328,0.306256804244065,"None",5080
"AQR","AQR",-0.0192977170988607,0.35,0.65,0.409097671508789,0.698509234583128,"None",5079
"CXCR4","CXCR4",-0.0193017151680203,0.05,0.35,0.528612125255688,0.784696112869868,"None",5078
"SYNGAP1","SYNGAP1",-0.0193035171051141,0.45,0.55,0.0327682495117188,0.223906763422573,"None",5077
"MTFR1L","MTFR1L",-0.0193049659605868,0.35,0.65,0.570596694946289,0.803352696612221,"None",5076
"TP73","TP73",-0.0193121070989082,0.35,0.65,0.0318079714495034,0.223906763422573,"None",5075
"ACAA1","ACAA1",-0.0193167388074913,0.35,0.65,0.368276596069336,0.667507552945894,"None",5074
"ARL8A","ARL8A",-0.0193211435167918,0.35,0.65,0.498008728027344,0.758840799331665,"None",5073
"NAALADL2","NAALADL2",-0.0193309840526799,0.45,0.55,0.498008728027344,0.758840799331665,"None",5072
"LENG8-AS1","LENG8-AS1",-0.0193319765346777,0.3,0.7,0.142906188964844,0.443879797968402,"None",5071
"ZMYM4","ZMYM4",-0.0193362623373839,0.65,0.35,0.498008728027344,0.758840799331665,"None",5070
"TRAFD1","TRAFD1",-0.0193415034550745,0.45,0.55,0.189348220825195,0.502368479035426,"None",5069
"TTC30B","TTC30B",-0.0193415989001161,0.35,0.65,0.348810195922852,0.65378751986714,"None",5068
"COMMD9","COMMD9",-0.0193480789120204,0.5,0.5,0.311794281005859,0.621872603600709,"None",5067
"AP4M1","AP4M1",-0.0193819892821028,0.35,0.65,0.498008728027344,0.758840799331665,"None",5066
"NEIL3","NEIL3",-0.0193842756348973,0.3,0.65,0.0871797612237147,0.356996124666145,"None",5065
"GABRE","GABRE",-0.019391073115842,0.45,0.55,0.474905014038086,0.743838492376673,"None",5064
"FMR1","FMR1",-0.0193940490041217,0.45,0.55,0.985435485839844,0.998617323883499,"None",5063
"C11orf73","C11orf73",-0.0193964452556918,0.55,0.45,0.498008728027344,0.758840799331665,"None",5062
"SH2B3","SH2B3",-0.0194067846667176,0.4,0.6,0.189348220825195,0.502368479035426,"None",5061
"PAX6","PAX6",-0.0194122673154919,0.15,0.7,0.00916635691139998,0.126989047670221,"None",5060
"CORO1A","CORO1A",-0.0194194012168544,0.35,0.45,0.244253581315509,0.56020048347925,"None",5059
"DSC3","DSC3",-0.0194229707586253,0.35,0.4,0.0435600147746494,0.25750675966351,"None",5058
"C7orf43","C7orf43",-0.019425248576525,0.35,0.65,0.452375411987305,0.728024711874432,"None",5057
"SRFBP1","SRFBP1",-0.0194359280115864,0.45,0.55,0.701181411743164,0.874292500470903,"None",5056
"RP11-119B16.2","RP11-119B16.2",-0.0194450660272987,0.4,0.6,0.898317337036133,0.965651528965649,"None",5055
"MNAT1","MNAT1",-0.0194460713035533,0.4,0.6,0.784126281738281,0.915166621275012,"None",5054
"APOL3","APOL3",-0.0194526244645269,0.45,0.55,0.311794281005859,0.621872603600709,"None",5053
"RP11-658F2.8","RP11-658F2.8",-0.0194569064997314,0.35,0.65,0.311794281005859,0.621872603600709,"None",5052
"NUS1","NUS1",-0.0194610841939051,0.4,0.6,0.261098861694336,0.577830440082415,"None",5051
"RP11-554I8.2","RP11-554I8.2",-0.019469953218058,0.5,0.4,0.601163403942207,0.822836989879653,"None",5050
"TARBP2","TARBP2",-0.0194825516569167,0.5,0.5,0.216167449951172,0.532339639374704,"None",5049
"RBAK","RBAK",-0.0194841244538629,0.5,0.5,0.245487213134766,0.56020048347925,"None",5048
"PIP4K2B","PIP4K2B",-0.0195081795373814,0.45,0.55,0.245487213134766,0.56020048347925,"None",5047
"AC004980.7","AC004980.7",-0.0195144498559158,0.3,0.7,0.00830841064453125,0.120570863996233,"None",5046
"PKD1","PKD1",-0.0195221906725896,0.35,0.65,0.388376235961914,0.683430045671037,"None",5045
"ANKRD62","ANKRD62",-0.0195255736486253,0.45,0.45,0.295926599541194,0.608321289781982,"None",5044
"GNB1","GNB1",-0.0195322966384784,0.55,0.45,0.927278518676758,0.977429263181876,"None",5043
"TRIM52-AS1","TRIM52-AS1",-0.0195340264985389,0.25,0.75,0.123092651367188,0.413775222407274,"None",5042
"ZCCHC9","ZCCHC9",-0.0195471474477764,0.35,0.65,0.570596694946289,0.803352696612221,"None",5041
"ARPC1B","ARPC1B",-0.0195542208287723,0.45,0.55,0.595819473266602,0.81598849116861,"None",5040
"ZNF331","ZNF331",-0.0195562030850845,0.25,0.4,0.725882817417977,0.88909967574733,"None",5039
"HIST1H2BH","HIST1H2BH",-0.0195563556952132,0.45,0.4,0.776357940534305,0.915166621275012,"None",5038
"AARS","AARS",-0.0195739343326613,0.4,0.6,0.701181411743164,0.874292500470903,"None",5037
"RCN2","RCN2",-0.0195756337278243,0.45,0.55,0.784126281738281,0.915166621275012,"None",5036
"ITFG2","ITFG2",-0.0195881333804149,0.5,0.5,0.348810195922852,0.65378751986714,"None",5035
"CYP2J2","CYP2J2",-0.01959886248709,0.35,0.65,0.245487213134766,0.56020048347925,"None",5034
"B3GNT9","B3GNT9",-0.0196261996641932,0.4,0.6,0.153646469116211,0.459568481904812,"None",5033
"CCDC64B","CCDC64B",-0.0196272489238248,0.4,0.6,0.452375411987305,0.728024711874432,"None",5032
"ZFYVE28","ZFYVE28",-0.0196499710129339,0.45,0.55,0.294252395629883,0.606240350300368,"None",5031
"AF131215.9","AF131215.9",-0.0196523818525082,0.4,0.6,0.202449798583984,0.517371707492404,"None",5030
"PAK4","PAK4",-0.0196602628605146,0.6,0.4,0.621513366699219,0.830811756960405,"None",5029
"CTA-292E10.6","CTA-292E10.6",-0.0196645220474925,0.35,0.65,0.132726669311523,0.429161299444952,"None",5028
"DNAJC22","DNAJC22",-0.0196865663485634,0.45,0.55,0.784126281738281,0.915166621275012,"None",5027
"AXIN1","AXIN1",-0.0196871043597186,0.3,0.7,0.277355194091797,0.590607558770352,"None",5026
"HELZ2","HELZ2",-0.0196895057178865,0.45,0.55,0.728506088256836,0.88909967574733,"None",5025
"RP11-37B2.1","RP11-37B2.1",-0.0197113987570652,0.45,0.55,0.621513366699219,0.830811756960405,"None",5024
"PMS2CL","PMS2CL",-0.019720644138036,0.4,0.6,0.189348220825195,0.502368479035426,"None",5023
"UBASH3B","UBASH3B",-0.0197381517486803,0.35,0.65,0.153646469116211,0.459568481904812,"None",5022
"TRIM21","TRIM21",-0.0197490839815388,0.55,0.45,0.189348220825195,0.502368479035426,"None",5021
"CELSR2","CELSR2",-0.0197576581422699,0.4,0.6,0.0484409332275391,0.269520528484677,"None",5020
"DENND1C","DENND1C",-0.0197583237420888,0.1,0.7,0.00123013955537317,0.0540817747475373,"None",5019
"TMEM57","TMEM57",-0.0197682759846086,0.4,0.6,0.647655487060547,0.844540739666914,"None",5018
"UPF2","UPF2",-0.0197850596125717,0.6,0.4,0.498008728027344,0.758840799331665,"None",5017
"TGFBR2","TGFBR2",-0.0198044182931966,0.45,0.55,0.898317337036133,0.965651528965649,"None",5016
"CDK19","CDK19",-0.0198093723512891,0.35,0.65,0.329982757568359,0.636927997154762,"None",5015
"TTC33","TTC33",-0.0198171546887326,0.45,0.55,0.0973072052001953,0.370258886075317,"None",5014
"PLXNB1","PLXNB1",-0.0198372618429088,0.4,0.6,0.728506088256836,0.88909967574733,"None",5013
"MEGF9","MEGF9",-0.019840548210086,0.4,0.6,0.545875549316406,0.789861361906085,"None",5012
"SEPT1","SEPT1",-0.0198467244209292,0.35,0.65,0.0106887817382812,0.134452039707892,"None",5011
"SLC25A3","SLC25A3",-0.0198500796482147,0.45,0.55,0.595819473266602,0.81598849116861,"None",5010
"C1orf233","C1orf233",-0.0198580613002175,0.35,0.65,0.132726669311523,0.429161299444952,"None",5009
"HHEX","HHEX",-0.019865268434033,0.35,0.65,0.674222946166992,0.860277427457722,"None",5008
"C14orf182","C14orf182",-0.0198791745193674,0.45,0.55,0.348810195922852,0.65378751986714,"None",5007
"CPNE2","CPNE2",-0.0198885256333117,0.4,0.55,0.506606820695747,0.771021868872734,"None",5006
"PTPN1","PTPN1",-0.019890182586971,0.4,0.6,0.784126281738281,0.915166621275012,"None",5005
"RBBP5","RBBP5",-0.0198966418085114,0.55,0.45,0.474905014038086,0.743838492376673,"None",5004
"STX7","STX7",-0.019923784760484,0.5,0.5,0.277355194091797,0.590607558770352,"None",5003
"FBXO18","FBXO18",-0.019926930949114,0.5,0.5,0.570596694946289,0.803352696612221,"None",5002
"CCDC64","CCDC64",-0.0199273362850732,0.5,0.5,0.927278518676758,0.977429263181876,"None",5001
"SEC23IP","SEC23IP",-0.0199350000808775,0.55,0.45,0.311794281005859,0.621872603600709,"None",5000
"DCAF4","DCAF4",-0.0199466784086098,0.25,0.75,0.017181396484375,0.16646339989811,"None",4999
"SLC35G1","SLC35G1",-0.0199490934204283,0.2,0.8,0.021484375,0.183961675846105,"None",4998
"KAT2B","KAT2B",-0.0199495167304209,0.65,0.35,0.728506088256836,0.88909967574733,"None",4997
"ZNF182","ZNF182",-0.0199579835572464,0.35,0.65,0.216167449951172,0.532339639374704,"None",4996
"TEP1","TEP1",-0.0199644102816258,0.5,0.5,0.985435485839844,0.998617323883499,"None",4995
"SMIM13","SMIM13",-0.0199736545026044,0.45,0.55,0.329982757568359,0.636927997154762,"None",4994
"MFSD9","MFSD9",-0.0199758717019681,0.4,0.6,0.368276596069336,0.667507552945894,"None",4993
"DARS","DARS",-0.0199791686522818,0.4,0.6,0.784126281738281,0.915166621275012,"None",4992
"TCEB3","TCEB3",-0.0199801113658365,0.4,0.6,0.176853179931641,0.489458057730314,"None",4991
"SPIDR","SPIDR",-0.0199858498692431,0.35,0.65,0.545875549316406,0.789861361906085,"None",4990
"NPHP1","NPHP1",-0.0199890322568225,0.25,0.75,0.021484375,0.183961675846105,"None",4989
"KDM3B","KDM3B",-0.0200125948972812,0.4,0.6,0.277355194091797,0.590607558770352,"None",4988
"TSKU","TSKU",-0.0200140828803932,0.25,0.75,0.294252395629883,0.606240350300368,"None",4987
"PRSS3","PRSS3",-0.0200169832334489,0.45,0.55,0.840822219848633,0.940097152167958,"None",4986
"ACO1","ACO1",-0.0200288404973111,0.35,0.65,0.452375411987305,0.728024711874432,"None",4985
"CRIM1","CRIM1",-0.0200373269471022,0.45,0.55,0.840822219848633,0.940097152167958,"None",4984
"ECD","ECD",-0.0200421197752881,0.25,0.75,0.230512619018555,0.544563725937245,"None",4983
"CEP128","CEP128",-0.0200540729267728,0.35,0.65,0.082550048828125,0.344618183292755,"None",4982
"UGT1A7","UGT1A7",-0.0200610296390957,0.35,0.65,0.368276596069336,0.667507552945894,"None",4981
"TMEM106A","TMEM106A",-0.0200629336666303,0.2,0.8,0.0531692504882812,0.282915269760858,"None",4980
"RP11-284F21.11","RP11-284F21.11",-0.0200781959270463,0.1,0.6,0.0010970505857231,0.0533386657112523,"None",4979
"SH3BP5","SH3BP5",-0.0200802378008361,0.5,0.5,0.595819473266602,0.81598849116861,"None",4978
"RNPC3","RNPC3",-0.0200856277067302,0.3,0.7,0.927278518676758,0.977429263181876,"None",4977
"RGS19","RGS19",-0.020086233090992,0.45,0.55,0.082550048828125,0.344618183292755,"None",4976
"LINC00665","LINC00665",-0.0200914373702621,0.4,0.55,0.0382214109146366,0.245409072072882,"None",4975
"PKMYT1","PKMYT1",-0.0200968547915147,0.4,0.6,0.216167449951172,0.532339639374704,"None",4974
"DEPDC7","DEPDC7",-0.0200980171421157,0.45,0.55,0.113986968994141,0.39928194024097,"None",4973
"CENPBD1","CENPBD1",-0.0201040504934128,0.4,0.6,0.00271224975585938,0.0728697991183494,"None",4972
"ASH1L","ASH1L",-0.0201326760892252,0.35,0.65,0.521673202514648,0.774996230059708,"None",4971
"USP4","USP4",-0.0201357966232033,0.5,0.5,0.452375411987305,0.728024711874432,"None",4970
"SH3GL1","SH3GL1",-0.0201387255391353,0.5,0.5,0.277355194091797,0.590607558770352,"None",4969
"C5","C5",-0.0201618734223891,0.4,0.55,0.0872117558874193,0.356996124666145,"None",4968
"NTAN1","NTAN1",-0.0201752424243485,0.4,0.6,0.545875549316406,0.789861361906085,"None",4967
"CLCC1","CLCC1",-0.0201766394580988,0.35,0.65,0.474905014038086,0.743838492376673,"None",4966
"ZBTB9","ZBTB9",-0.0201860117657025,0.35,0.65,0.00198554992675781,0.0645328276120457,"None",4965
"ARHGEF19","ARHGEF19",-0.0201979122278141,0.35,0.65,0.164957046508789,0.473139271078972,"None",4964
"MAST2","MAST2",-0.0202266899006878,0.55,0.45,0.784126281738281,0.915166621275012,"None",4963
"SPECC1","SPECC1",-0.02022734174636,0.35,0.65,0.674222946166992,0.860277427457722,"None",4962
"CASC19","CASC19",-0.0202356204448131,0.35,0.6,0.268344046041737,0.590607558770352,"None",4961
"GPR135","GPR135",-0.0202442333966304,0.4,0.55,0.0346252075233357,0.23397452354078,"None",4960
"LETM1","LETM1",-0.0202521607520159,0.35,0.65,0.230512619018555,0.544563725937245,"None",4959
"RP11-421L21.3","RP11-421L21.3",-0.0202627890267686,0.25,0.75,0.0399894714355469,0.245409072072882,"None",4958
"STARD5","STARD5",-0.0202629396430393,0.3,0.7,0.123092651367188,0.413775222407274,"None",4957
"EVI5","EVI5",-0.0202730243306654,0.45,0.55,0.956329345703125,0.988927292090168,"None",4956
"DNAH2","DNAH2",-0.0202760012969166,0.45,0.55,0.840822219848633,0.940097152167958,"None",4955
"RP11-798M19.6","RP11-798M19.6",-0.0202800856909154,0.25,0.75,0.153646469116211,0.459568481904812,"None",4954
"ENKD1","ENKD1",-0.0202809677654854,0.45,0.55,0.153646469116211,0.459568481904812,"None",4953
"ACTR8","ACTR8",-0.0202813015718782,0.6,0.4,0.840822219848633,0.940097152167958,"None",4952
"SLC4A7","SLC4A7",-0.020285098310204,0.3,0.7,0.570596694946289,0.803352696612221,"None",4951
"SLC28A2","SLC28A2",-0.020300754597209,0.2,0.6,0.0244914162366539,0.195945942910079,"None",4950
"RP11-480I12.5","RP11-480I12.5",-0.0203100438960686,0.35,0.65,0.0758514404296875,0.333367598766574,"None",4949
"NDUFA8","NDUFA8",-0.0203295814510679,0.35,0.65,0.621513366699219,0.830811756960405,"None",4948
"TFDP2","TFDP2",-0.0203413194784793,0.45,0.55,0.985435485839844,0.998617323883499,"None",4947
"PHF2","PHF2",-0.0203496583183033,0.35,0.65,0.784126281738281,0.915166621275012,"None",4946
"SOAT1","SOAT1",-0.0203615089835427,0.4,0.6,0.43043327331543,0.713345663315609,"None",4945
"GIN1","GIN1",-0.0203744306705067,0.3,0.7,0.0484409332275391,0.269520528484677,"None",4944
"SCMH1","SCMH1",-0.0203773446831004,0.25,0.75,0.0896949768066406,0.356996124666145,"None",4943
"AKIP1","AKIP1",-0.0203784960389344,0.35,0.65,0.230512619018555,0.544563725937245,"None",4942
"NOXA1","NOXA1",-0.0203875358743936,0.45,0.55,0.498008728027344,0.758840799331665,"None",4941
"LEPROT","LEPROT",-0.0203886419235475,0.55,0.45,0.570596694946289,0.803352696612221,"None",4940
"CYP4F11","CYP4F11",-0.0203952725252703,0.35,0.45,0.623203377261657,0.832567515338996,"None",4939
"PLXNB2","PLXNB2",-0.0203962949360512,0.4,0.6,0.452375411987305,0.728024711874432,"None",4938
"UGGT1","UGGT1",-0.0204007497185271,0.45,0.55,0.570596694946289,0.803352696612221,"None",4937
"UBE2G1","UBE2G1",-0.0204041216330141,0.45,0.55,0.521673202514648,0.774996230059708,"None",4936
"PPP4C","PPP4C",-0.020445174188853,0.4,0.6,0.545875549316406,0.789861361906085,"None",4935
"FAM120B","FAM120B",-0.0204483822186561,0.45,0.55,0.142906188964844,0.443879797968402,"None",4934
"CHEK1","CHEK1",-0.0204563368169308,0.45,0.55,0.277355194091797,0.590607558770352,"None",4933
"PIP5K1C","PIP5K1C",-0.0204588407477461,0.45,0.55,0.647655487060547,0.844540739666914,"None",4932
"LOXL1","LOXL1",-0.0204627826517265,0.3,0.7,0.164957046508789,0.473139271078972,"None",4931
"RNASEH1-AS1","RNASEH1-AS1",-0.0204697911295374,0.25,0.75,0.069580078125,0.320508164746865,"None",4930
"NEDD4","NEDD4",-0.0204819623244407,0.5,0.5,0.153646469116211,0.459568481904812,"None",4929
"S100A9","S100A9",-0.0204896770819185,0.25,0.05,0.399075196548237,0.698509234583128,"None",4928
"RGS3","RGS3",-0.0205042607536952,0.45,0.55,0.927278518676758,0.977429263181876,"None",4927
"STIM1","STIM1",-0.0205234693662485,0.35,0.65,0.869487762451172,0.951829651947732,"None",4926
"HOXA6","HOXA6",-0.0205288350494126,0.1,0.8,0.00226663640926718,0.0686711508797129,"None",4925
"CATSPER1","CATSPER1",-0.0205355710436068,0.3,0.6,0.074101192761208,0.333367598766574,"None",4924
"PUSL1","PUSL1",-0.0205364280050353,0.4,0.6,0.245487213134766,0.56020048347925,"None",4923
"TMEM39B","TMEM39B",-0.0205376814881924,0.2,0.8,0.123092651367188,0.413775222407274,"None",4922
"GLS2","GLS2",-0.0205443553468773,0.3,0.65,0.0185642368956695,0.17461390098205,"None",4921
"LINC00493","LINC00493",-0.0205486572500288,0.35,0.65,0.898317337036133,0.965651528965649,"None",4920
"MCMBP","MCMBP",-0.0205541218780743,0.3,0.7,0.956329345703125,0.988927292090168,"None",4919
"OGFR","OGFR",-0.0205549227425272,0.4,0.6,0.647655487060547,0.844540739666914,"None",4918
"RAB18","RAB18",-0.0205985574855069,0.4,0.6,0.840822219848633,0.940097152167958,"None",4917
"NOSIP","NOSIP",-0.0205992313526426,0.4,0.6,0.647655487060547,0.844540739666914,"None",4916
"INSIG2","INSIG2",-0.0206014229255274,0.4,0.6,0.784126281738281,0.915166621275012,"None",4915
"SPATS2","SPATS2",-0.0206122095719187,0.45,0.55,0.701181411743164,0.874292500470903,"None",4914
"PRMT10","PRMT10",-0.0206520645235494,0.45,0.55,0.277355194091797,0.590607558770352,"None",4913
"PSMD12","PSMD12",-0.020652209379613,0.4,0.6,0.985435485839844,0.998617323883499,"None",4912
"ODF3B","ODF3B",-0.0206579812586396,0.55,0.45,0.898317337036133,0.965651528965649,"None",4911
"CATSPER2","CATSPER2",-0.0206840330406415,0.35,0.65,0.0295753479003906,0.209717525117048,"None",4910
"CTDSPL","CTDSPL",-0.0207045496936084,0.35,0.65,0.43043327331543,0.713345663315609,"None",4909
"FAM161A","FAM161A",-0.020710614319054,0.5,0.5,0.840822219848633,0.940097152167958,"None",4908
"ZFYVE19","ZFYVE19",-0.0207164838262758,0.4,0.6,0.956329345703125,0.988927292090168,"None",4907
"KLHL28","KLHL28",-0.0207301611885752,0.45,0.55,0.621513366699219,0.830811756960405,"None",4906
"RP11-212P7.2","RP11-212P7.2",-0.0207451397152454,0.4,0.6,0.277355194091797,0.590607558770352,"None",4905
"AF131215.4","AF131215.4",-0.0207570948368717,0.25,0.75,0.026641845703125,0.201830796063957,"None",4904
"FTX","FTX",-0.0207725616184399,0.45,0.55,0.348810195922852,0.65378751986714,"None",4903
"CCDC117","CCDC117",-0.0207726690038149,0.4,0.6,0.0484409332275391,0.269520528484677,"None",4902
"CCNE2","CCNE2",-0.020784463579215,0.4,0.6,0.674222946166992,0.860277427457722,"None",4901
"ZNF432","ZNF432",-0.0207986812650881,0.4,0.6,0.368276596069336,0.667507552945894,"None",4900
"RBL1","RBL1",-0.0207996589579902,0.45,0.55,0.261098861694336,0.577830440082415,"None",4899
"HAS2","HAS2",-0.0208000838072019,0.2,0.3,0.838256486385826,0.940097152167958,"None",4898
"ZNF738","ZNF738",-0.0208099200295232,0.35,0.65,0.0484409332275391,0.269520528484677,"None",4897
"MST1P2","MST1P2",-0.0208119690528889,0.35,0.6,0.532789272835133,0.789062443057907,"None",4896
"ANXA10","ANXA10",-0.0208169562361236,0.45,0.55,0.0637226104736328,0.306256804244065,"None",4895
"ZNF511","ZNF511",-0.0208178717752623,0.45,0.55,0.647655487060547,0.844540739666914,"None",4894
"SDHD","SDHD",-0.0208421090102324,0.3,0.7,0.43043327331543,0.713345663315609,"None",4893
"BCL2L15","BCL2L15",-0.0208451315851696,0.4,0.6,0.784126281738281,0.915166621275012,"None",4892
"IFT81","IFT81",-0.0208554630312705,0.45,0.55,0.674222946166992,0.860277427457722,"None",4891
"ASAP1","ASAP1",-0.0208624862399022,0.55,0.45,0.348810195922852,0.65378751986714,"None",4890
"GLI2","GLI2",-0.0208709842531877,0.2,0.3,0.683286329657167,0.871510167827732,"None",4889
"RNF166","RNF166",-0.020896728554041,0.3,0.7,0.0327682495117188,0.223906763422573,"None",4888
