"","Gene","Quiescence_avg_log2FC","Quiescence_Up_percent","Quiescence_Down_percent","Quiescence_wilcox","Quiescence_wilcox.adj","Type","Rank"
"TSC22D4","TSC22D4",0.006441083029623,0.45,0.55,0.869487762451172,0.951829651947732,"None",9144
"RP5-881L22.5","RP5-881L22.5",0.00642252950221592,0.5,0.5,0.756166458129883,0.902486518652746,"None",9143
"ZBTB41","ZBTB41",0.00642010471492591,0.5,0.5,0.545875549316406,0.789861361906085,"None",9142
"NINJ1","NINJ1",0.00641869896615812,0.55,0.45,0.898317337036133,0.965651528965649,"None",9141
"TET3","TET3",0.00641851834907091,0.5,0.5,0.812355041503906,0.92705265970433,"None",9140
"SLC25A29","SLC25A29",0.00641119632722392,0.6,0.4,0.368276596069336,0.667507552945894,"None",9139
"CHMP4A","CHMP4A",0.00639657352319648,0.55,0.45,0.985435485839844,0.998617323883499,"None",9138
"EHD3","EHD3",0.00639571347332069,0.25,0.15,0.293621543928906,0.606240350300368,"None",9137
"XXbac-B476C20.9","XXbac-B476C20.9",0.0063949308937534,0.7,0.3,0.674222946166992,0.860277427457722,"None",9136
"PDZD3","PDZD3",0.00638340831026825,0.6,0.4,0.595819473266602,0.81598849116861,"None",9135
"DKFZP761J1410","DKFZP761J1410",0.0063826484803815,0.55,0.45,0.701181411743164,0.874292500470903,"None",9134
"FBXO42","FBXO42",0.00637440177536862,0.45,0.55,0.756166458129883,0.902486518652746,"None",9133
"NAB2","NAB2",0.00637239705654996,0.6,0.4,1,1,"None",9132
"CLOCK","CLOCK",0.0063712975457732,0.45,0.55,0.595819473266602,0.81598849116861,"None",9131
"PITX2","PITX2",0.0063671694661909,0.45,0.4,0.448804440990439,0.728024711874432,"None",9130
"BCOR","BCOR",0.00634415668740601,0.45,0.55,0.869487762451172,0.951829651947732,"None",9129
"ACKR2","ACKR2",0.00632994938853044,0.45,0.45,0.96526282458649,0.99708876164242,"None",9128
"NCKIPSD","NCKIPSD",0.00631928900809682,0.4,0.6,0.43043327331543,0.713345663315609,"None",9127
"CD163L1","CD163L1",0.00631407474017619,0.65,0.35,0.064560520559834,0.310172705190546,"None",9126
"STPG1","STPG1",0.00631275463000865,0.45,0.55,0.898317337036133,0.965651528965649,"None",9125
"PET117","PET117",0.00630370032945376,0.55,0.45,0.409097671508789,0.698509234583128,"None",9124
"MRPS31","MRPS31",0.00629958624149877,0.6,0.4,0.840822219848633,0.940097152167958,"None",9123
"TULP4","TULP4",0.00629206787739948,0.35,0.65,0.674222946166992,0.860277427457722,"None",9122
"LMBRD1","LMBRD1",0.00629110733790275,0.45,0.55,0.595819473266602,0.81598849116861,"None",9121
"RP11-611E13.2","RP11-611E13.2",0.00628148952658309,0.6,0.4,0.985435485839844,0.998617323883499,"None",9120
"U2AF2","U2AF2",0.00628084633423477,0.45,0.55,0.784126281738281,0.915166621275012,"None",9119
"EIF4EBP1","EIF4EBP1",0.00627973643956398,0.45,0.55,0.956329345703125,0.988927292090168,"None",9118
"TM9SF2","TM9SF2",0.00627434599069797,0.55,0.45,0.43043327331543,0.713345663315609,"None",9117
"SYTL5","SYTL5",0.0062562664207781,0.5,0.45,0.856297076346374,0.951829651947732,"None",9116
"CAPRIN2","CAPRIN2",0.0062519443009083,0.5,0.5,0.927278518676758,0.977429263181876,"None",9115
"STYK1","STYK1",0.0062503991599387,0.55,0.45,0.756166458129883,0.902486518652746,"None",9114
"LINC01057","LINC01057",0.00623838871978274,0.55,0.45,0.869487762451172,0.951829651947732,"None",9113
"HSDL1","HSDL1",0.00623632530647397,0.5,0.5,0.869487762451172,0.951829651947732,"None",9112
"GEMIN7","GEMIN7",0.00623216056838736,0.5,0.5,0.927278518676758,0.977429263181876,"None",9111
"C5orf42","C5orf42",0.00623027378419919,0.65,0.35,0.869487762451172,0.951829651947732,"None",9110
"ACSF3","ACSF3",0.00622888619499125,0.55,0.45,0.621513366699219,0.830811756960405,"None",9109
"NPAS2","NPAS2",0.00619878896475731,0.4,0.6,0.521673202514648,0.774996230059708,"None",9108
"ROBO3","ROBO3",0.00619773351385727,0.6,0.4,0.985435485839844,0.998617323883499,"None",9107
"DNAJB11","DNAJB11",0.00618929995124063,0.5,0.5,0.869487762451172,0.951829651947732,"None",9106
"DCBLD1","DCBLD1",0.00618761475036129,0.45,0.55,0.452375411987305,0.728024711874432,"None",9105
"SCEL","SCEL",0.0061757733399949,0.5,0.5,0.498008728027344,0.758840799331665,"None",9104
"TRIM4","TRIM4",0.00616591858817435,0.45,0.55,0.647655487060547,0.844540739666914,"None",9103
"CATSPERG","CATSPERG",0.00615713829423984,0.35,0.65,0.498008728027344,0.758840799331665,"None",9102
"CIB1","CIB1",0.00615386693084464,0.45,0.55,0.869487762451172,0.951829651947732,"None",9101
"NR1H4","NR1H4",0.00614766339995242,0.45,0.35,0.0524128460004194,0.282915269760858,"None",9100
"C3orf67","C3orf67",0.00614332682055467,0.5,0.5,0.348810195922852,0.65378751986714,"None",9099
"MAP3K12","MAP3K12",0.00614234240300379,0.5,0.45,0.25142205073593,0.572866317471211,"None",9098
"SPPL2A","SPPL2A",0.00614199510686648,0.65,0.35,0.132726669311523,0.429161299444952,"None",9097
"MEX3B","MEX3B",0.00613027167269215,0.4,0.5,0.861707167619045,0.951829651947732,"None",9096
"RP11-1L12.3","RP11-1L12.3",0.00611367150346213,0.5,0.4,0.239372308471641,0.56020048347925,"None",9095
"RP11-161H23.10","RP11-161H23.10",0.00610912191354422,0.45,0.5,0.887990309731588,0.965651528965649,"None",9094
"PLSCR4","PLSCR4",0.00610711466127265,0.6,0.4,0.161447725847644,0.473139271078972,"None",9093
"LINC00893","LINC00893",0.00610709065431868,0.55,0.45,0.674222946166992,0.860277427457722,"None",9092
"ZSWIM7","ZSWIM7",0.00610041507523917,0.55,0.45,0.840822219848633,0.940097152167958,"None",9091
"MAVS","MAVS",0.00609901837472403,0.5,0.5,0.595819473266602,0.81598849116861,"None",9090
"SLC15A4","SLC15A4",0.00609856095280931,0.5,0.5,0.545875549316406,0.789861361906085,"None",9089
"BLNK","BLNK",0.00609108898975438,0.6,0.4,0.621513366699219,0.830811756960405,"None",9088
"PSORS1C2","PSORS1C2",0.00606799994562747,0.6,0.4,0.701181411743164,0.874292500470903,"None",9087
"NCOA4","NCOA4",0.00606437388028816,0.5,0.5,0.595819473266602,0.81598849116861,"None",9086
"SEPT10","SEPT10",0.00606299857737393,0.55,0.45,0.498008728027344,0.758840799331665,"None",9085
"FAM193A","FAM193A",0.00605418793661208,0.5,0.5,0.123092651367188,0.413775222407274,"None",9084
"PDGFRL","PDGFRL",0.00605142980183507,0.7,0.2,0.0815059551344267,0.344618183292755,"None",9083
"C7","C7",0.00604547987724217,0.45,0.45,0.965242230647322,0.99708876164242,"None",9082
"RP11-136K14.1","RP11-136K14.1",0.00604177539281324,0.5,0.5,0.756166458129883,0.902486518652746,"None",9081
"NF1","NF1",0.00603411212902434,0.5,0.5,0.701181411743164,0.874292500470903,"None",9080
"PDZD2","PDZD2",0.00603369103017293,0.65,0.25,0.107058983332708,0.390141766219978,"None",9079
"TIGD6","TIGD6",0.00602811896866672,0.65,0.35,0.0531692504882812,0.282915269760858,"None",9078
"NDRG4","NDRG4",0.0060267525462409,0.45,0.5,0.732306833608737,0.892925555320502,"None",9077
"UNC45A","UNC45A",0.0060213230737846,0.45,0.55,0.595819473266602,0.81598849116861,"None",9076
"C10orf76","C10orf76",0.00601974291394974,0.5,0.5,0.728506088256836,0.88909967574733,"None",9075
"HID1","HID1",0.00601925940634601,0.6,0.4,0.812355041503906,0.92705265970433,"None",9074
"LOXL1-AS1","LOXL1-AS1",0.00601225459480066,0.5,0.5,1,1,"None",9073
"ZNF347","ZNF347",0.00601174833746705,0.5,0.2,1,1,"None",9072
"CTD-2288F12.1","CTD-2288F12.1",0.00600988658539983,0.55,0.35,0.407978222352498,0.698509234583128,"None",9071
"CBWD6","CBWD6",0.00600739067636067,0.6,0.4,0.756166458129883,0.902486518652746,"None",9070
"NTHL1","NTHL1",0.00600193023483702,0.55,0.45,0.570596694946289,0.803352696612221,"None",9069
"FAM182A","FAM182A",0.00599437324814732,0.25,0.4,0.401678166469773,0.698509234583128,"None",9068
"CDS2","CDS2",0.00599343605243602,0.6,0.4,0.956329345703125,0.988927292090168,"None",9067
"MSX1","MSX1",0.0059908551202324,0.65,0.35,1,1,"None",9066
"CDH11","CDH11",0.00598056593657921,0.2,0.1,0.29450739368011,0.606240350300368,"None",9065
"RP11-151N17.1","RP11-151N17.1",0.00595510781642861,0.5,0.5,0.812355041503906,0.92705265970433,"None",9064
"HSD17B14","HSD17B14",0.00593719675886102,0.45,0.3,0.842429645612509,0.941501843475424,"None",9063
"EIF4A3","EIF4A3",0.00593649750798824,0.5,0.5,1,1,"None",9062
"RORC","RORC",0.0059357334659658,0.3,0.7,0.202449798583984,0.517371707492404,"None",9061
"BCKDK","BCKDK",0.00593168685770618,0.35,0.65,0.521673202514648,0.774996230059708,"None",9060
"SMIM15","SMIM15",0.0059195786879757,0.7,0.3,0.43043327331543,0.713345663315609,"None",9059
"TRAF6","TRAF6",0.00591936128551046,0.45,0.55,0.956329345703125,0.988927292090168,"None",9058
"MLK4","MLK4",0.00591738290556089,0.5,0.5,0.388376235961914,0.683430045671037,"None",9057
"POLH","POLH",0.00590239916552457,0.5,0.5,0.474905014038086,0.743838492376673,"None",9056
"B3GAT3","B3GAT3",0.00590122055269368,0.55,0.45,0.956329345703125,0.988927292090168,"None",9055
"PANK2","PANK2",0.00590049415081408,0.55,0.45,0.840822219848633,0.940097152167958,"None",9054
"CHST2","CHST2",0.00589982586880389,0.15,0.15,0.401678166469773,0.698509234583128,"None",9053
"AQP6","AQP6",0.00589845892939022,0.45,0.25,0.257192967525986,0.577830440082415,"None",9052
"ACSL5","ACSL5",0.00589626504672741,0.35,0.65,0.545875549316406,0.789861361906085,"None",9051
"RP11-67L2.2","RP11-67L2.2",0.00589605805217512,0.6,0.4,0.348810195922852,0.65378751986714,"None",9050
"ZDHHC8P1","ZDHHC8P1",0.0058776698767478,0.6,0.3,0.793859521195975,0.924434417691431,"None",9049
"CCDC101","CCDC101",0.00587744474677098,0.55,0.45,1,1,"None",9048
"FGFR1OP2","FGFR1OP2",0.00586801568158226,0.4,0.6,0.43043327331543,0.713345663315609,"None",9047
"ASIC1","ASIC1",0.00586649671715708,0.65,0.1,0.0157433459140533,0.163013533097714,"None",9046
"SHF","SHF",0.00586402173371582,0.7,0.3,0.0440540313720703,0.25750675966351,"None",9045
"AP004372.1","AP004372.1",0.0058577650492974,0.2,0,0.100348246462291,0.380749755747837,"None",9044
"FABP2","FABP2",0.00585704547133977,0.6,0.3,0.163434990101037,0.473139271078972,"None",9043
"CABLES2","CABLES2",0.00585602795276904,0.45,0.55,0.570596694946289,0.803352696612221,"None",9042
"PI4KAP2","PI4KAP2",0.00585521288064423,0.3,0.7,0.595819473266602,0.81598849116861,"None",9041
"ZNF488","ZNF488",0.00584086991082104,0.75,0.25,0.311794281005859,0.621872603600709,"None",9040
"SREBF2","SREBF2",0.00583253491588591,0.45,0.55,0.674222946166992,0.860277427457722,"None",9039
"ZEB1","ZEB1",0.00582571337038983,0.8,0.2,0.164957046508789,0.473139271078972,"None",9038
"TMEM25","TMEM25",0.00581978552346226,0.45,0.55,0.840822219848633,0.940097152167958,"None",9037
"CASZ1","CASZ1",0.00581820061749268,0.45,0.55,0.869487762451172,0.951829651947732,"None",9036
"FBXW5","FBXW5",0.00579350987667528,0.45,0.55,0.43043327331543,0.713345663315609,"None",9035
"PANX2","PANX2",0.00578916487481322,0.55,0.15,0.00691896727069976,0.113884533936542,"None",9034
"PHC2","PHC2",0.00578768221192526,0.55,0.45,0.812355041503906,0.92705265970433,"None",9033
"SBNO1","SBNO1",0.00578691081521329,0.5,0.5,0.956329345703125,0.988927292090168,"None",9032
"KIAA0226","KIAA0226",0.00578321271055734,0.6,0.4,0.784126281738281,0.915166621275012,"None",9031
"PNRC2","PNRC2",0.00577488288991234,0.7,0.3,0.368276596069336,0.667507552945894,"None",9030
"PTPDC1","PTPDC1",0.00576981855433942,0.45,0.55,0.840822219848633,0.940097152167958,"None",9029
"PARP11","PARP11",0.00576937640907303,0.6,0.4,0.647655487060547,0.844540739666914,"None",9028
"KLHDC3","KLHDC3",0.00575330922927786,0.35,0.65,0.570596694946289,0.803352696612221,"None",9027
"LIX1L","LIX1L",0.00573699784531997,0.45,0.55,0.695038130119534,0.874292500470903,"None",9026
"PALMD","PALMD",0.0057304157168287,0.25,0.05,0.208412803684149,0.530386654887217,"None",9025
"LYNX1","LYNX1",0.00572151567898249,0.4,0.35,0.513230659746476,0.774996230059708,"None",9024
"PPIC","PPIC",0.00571986638465434,0.5,0.5,0.245487213134766,0.56020048347925,"None",9023
"KIF5A","KIF5A",0.00570477949664019,0.75,0.2,0.0872117558874193,0.356996124666145,"None",9022
"ZFAT","ZFAT",0.00569244006397831,0.4,0.6,0.348810195922852,0.65378751986714,"None",9021
"SRSF10.1","SRSF10.1",0.00568585442513015,0.6,0.4,0.570596694946289,0.803352696612221,"None",9020
"JDP2","JDP2",0.00567921650491502,0.65,0.35,0.142906188964844,0.443879797968402,"None",9019
"NMI","NMI",0.00567668899373315,0.6,0.4,0.869487762451172,0.951829651947732,"None",9018
"PABPC1P3","PABPC1P3",0.00565583350699396,0.7,0.3,0.00943565368652344,0.126989047670221,"None",9017
"PPP4R2","PPP4R2",0.00564579903984766,0.45,0.55,0.621513366699219,0.830811756960405,"None",9016
"C1orf21","C1orf21",0.0056191257802105,0.45,0.55,0.621513366699219,0.830811756960405,"None",9015
"LTN1","LTN1",0.0056183600121091,0.45,0.55,0.956329345703125,0.988927292090168,"None",9014
"TNFRSF19","TNFRSF19",0.00561216575091114,0.45,0.4,0.849795819174108,0.94904563075622,"None",9013
"NT5E","NT5E",0.0056109725150275,0.55,0.45,0.927278518676758,0.977429263181876,"None",9012
"HCFC1R1","HCFC1R1",0.00560467847421751,0.55,0.45,0.956329345703125,0.988927292090168,"None",9011
"ARHGAP23","ARHGAP23",0.0055986140632644,0.45,0.55,0.498008728027344,0.758840799331665,"None",9010
"RP4-676L2.1","RP4-676L2.1",0.00558332968588382,0.7,0.3,0.311794281005859,0.621872603600709,"None",9009
"TLR4","TLR4",0.00558226867856302,0.3,0.1,0.140994081203556,0.443879797968402,"None",9008
"PHGDH","PHGDH",0.00558193660293059,0.45,0.55,0.812355041503906,0.92705265970433,"None",9007
"NKIRAS2","NKIRAS2",0.00557642798463421,0.65,0.35,0.132726669311523,0.429161299444952,"None",9006
"AC022532.1","AC022532.1",0.00557052698168981,0.5,0.5,0.348810195922852,0.65378751986714,"None",9005
"SLC43A3","SLC43A3",0.0055661011012651,0.3,0.7,0.562650865689618,0.803352696612221,"None",9004
"ACOT11","ACOT11",0.0055656335314512,0.45,0.55,0.728506088256836,0.88909967574733,"None",9003
"IGSF3","IGSF3",0.00556495628532414,0.5,0.5,0.647655487060547,0.844540739666914,"None",9002
"TMEM33","TMEM33",0.00555366019870289,0.5,0.5,0.701181411743164,0.874292500470903,"None",9001
"CCDC160","CCDC160",0.00555333288317905,0.25,0.05,0.208412803684149,0.530386654887217,"None",9000
"NKAPP1","NKAPP1",0.00555196293255201,0.45,0.55,0.409097671508789,0.698509234583128,"None",8999
"PTCH1","PTCH1",0.00553994407907545,0.6,0.35,0.732306833608737,0.892925555320502,"None",8998
"RP11-583F2.2","RP11-583F2.2",0.00553916474433499,0.6,0.35,0.386925233783834,0.683430045671037,"None",8997
"PSPN","PSPN",0.00551507866847487,0.65,0.35,0.784126281738281,0.915166621275012,"None",8996
"FOXP1","FOXP1",0.00550707837066222,0.5,0.5,0.756166458129883,0.902486518652746,"None",8995
"PRRT3","PRRT3",0.00549157526373327,0.45,0.55,0.840822219848633,0.940097152167958,"None",8994
"CCDC57","CCDC57",0.00548568588071508,0.4,0.6,0.452375411987305,0.728024711874432,"None",8993
"RNF208","RNF208",0.00547701353965423,0.65,0.35,0.674222946166992,0.860277427457722,"None",8992
"GUCA2B","GUCA2B",0.00545955548166532,0.55,0.45,0.113986968994141,0.39928194024097,"None",8991
"KLC4","KLC4",0.00545907653436431,0.55,0.45,0.474905014038086,0.743838492376673,"None",8990
"MTRF1","MTRF1",0.00545642863878882,0.55,0.45,0.621513366699219,0.830811756960405,"None",8989
"CDK13","CDK13",0.00545541295598665,0.55,0.45,1,1,"None",8988
"PRSS30P","PRSS30P",0.00545452983363448,0.6,0.3,0.107100592248172,0.390141766219978,"None",8987
"MYL5","MYL5",0.00545283497675704,0.5,0.5,0.521673202514648,0.774996230059708,"None",8986
"FAM110B","FAM110B",0.0054497466514228,0.3,0.45,0.886837985040493,0.965651528965649,"None",8985
"SYCP2","SYCP2",0.00544014640055978,0.6,0.4,0.294252395629883,0.606240350300368,"None",8984
"FDX1L","FDX1L",0.00541303862147923,0.45,0.55,0.621513366699219,0.830811756960405,"None",8983
"RASSF2","RASSF2",0.00541139870667521,0.35,0.4,0.977294248287216,0.998617323883499,"None",8982
"KCNQ3","KCNQ3",0.00541070264366635,0.25,0.1,0.932646638965876,0.982006971487509,"None",8981
"ACO2","ACO2",0.00540036615930675,0.45,0.55,0.927278518676758,0.977429263181876,"None",8980
"RP11-894P9.1","RP11-894P9.1",0.00539914407768402,0.65,0.35,0.0440540313720703,0.25750675966351,"None",8979
"RP11-73M18.8","RP11-73M18.8",0.00539887706715021,0.7,0.3,0.176853179931641,0.489458057730314,"None",8978
"CHST11","CHST11",0.0053891618709262,0.4,0.5,0.383468207712853,0.683430045671037,"None",8977
"S100A3","S100A3",0.00538866050102993,0.4,0.6,0.43043327331543,0.713345663315609,"None",8976
"KATNAL2","KATNAL2",0.00537723709352295,0.5,0.4,0.191378953258895,0.506453598628087,"None",8975
"RP11-290L1.2","RP11-290L1.2",0.005373908072678,0.55,0.45,0.176853179931641,0.489458057730314,"None",8974
"RBM4","RBM4",0.00536922395015884,0.5,0.5,0.521673202514648,0.774996230059708,"None",8973
"ZCCHC10","ZCCHC10",0.00535900041332225,0.55,0.45,0.43043327331543,0.713345663315609,"None",8972
"CASR","CASR",0.00534792246470652,0.15,0.15,1,1,"None",8971
"RP11-417E7.1","RP11-417E7.1",0.00534427202788692,0.3,0.2,0.220671361919847,0.542832928266965,"None",8970
"YPEL2","YPEL2",0.00533378910487472,0.6,0.4,0.202449798583984,0.517371707492404,"None",8969
"ARHGDIG","ARHGDIG",0.00533303565072738,0.55,0.2,0.0648021295581431,0.311221975374334,"None",8968
"HELZ","HELZ",0.00531876438249959,0.4,0.6,0.728506088256836,0.88909967574733,"None",8967
"CIZ1","CIZ1",0.00530496993772824,0.3,0.7,0.0896949768066406,0.356996124666145,"None",8966
"MAP1B","MAP1B",0.00530001753247918,0.35,0.45,0.896953945028977,0.965651528965649,"None",8965
"CYB561A3","CYB561A3",0.00529864008884867,0.65,0.35,0.869487762451172,0.951829651947732,"None",8964
"ETNK2","ETNK2",0.00529466890489465,0.35,0.15,0.126032729377401,0.423233876338986,"None",8963
"BCAT2","BCAT2",0.00528616499141095,0.5,0.5,0.474905014038086,0.743838492376673,"None",8962
"GOLGA6L20","GOLGA6L20",0.00528507641451381,0.75,0.25,0.43043327331543,0.713345663315609,"None",8961
"QARS","QARS",0.00525907209816174,0.6,0.4,0.701181411743164,0.874292500470903,"None",8960
"RAB7L1","RAB7L1",0.00525628831604703,0.45,0.55,0.869487762451172,0.951829651947732,"None",8959
"RAB4B","RAB4B",0.00525552313190118,0.55,0.45,0.621513366699219,0.830811756960405,"None",8958
"GPM6B","GPM6B",0.00525242570064727,0.5,0.5,0.956329345703125,0.988927292090168,"None",8957
"KREMEN2","KREMEN2",0.00524936645343144,0.4,0.25,0.0688733413605735,0.320508164746865,"None",8956
"AC093642.5","AC093642.5",0.00524918324996574,0.65,0.35,0.756166458129883,0.902486518652746,"None",8955
"MT3","MT3",0.00523791753024207,0.15,0.1,0.280712665268496,0.59747240136274,"None",8954
"UCHL1","UCHL1",0.00521978115670936,0.15,0.05,0.583882420770365,0.81598849116861,"None",8953
"COL27A1","COL27A1",0.00521018572815264,0.5,0.5,0.43043327331543,0.713345663315609,"None",8952
"PVRL3","PVRL3",0.00520958994403039,0.35,0.65,0.756166458129883,0.902486518652746,"None",8951
"PCCA","PCCA",0.0052060163742739,0.5,0.5,0.647655487060547,0.844540739666914,"None",8950
"RP11-403I13.8","RP11-403I13.8",0.00520547202288446,0.55,0.25,0.313300386857646,0.624412141405199,"None",8949
"RAF1","RAF1",0.0052036965941806,0.4,0.6,0.784126281738281,0.915166621275012,"None",8948
"TBC1D16","TBC1D16",0.00519554202980263,0.5,0.5,0.812355041503906,0.92705265970433,"None",8947
"FTO","FTO",0.00519276825879932,0.5,0.5,0.756166458129883,0.902486518652746,"None",8946
"SCARA5","SCARA5",0.00517411360873267,0.4,0.05,0.0966142084478522,0.370258886075317,"None",8945
"CMTM4","CMTM4",0.00516589632098999,0.5,0.5,0.595819473266602,0.81598849116861,"None",8944
"RP11-95D17.1","RP11-95D17.1",0.00516452196172977,0.5,0.5,0.521673202514648,0.774996230059708,"None",8943
"RALGAPB","RALGAPB",0.00515874730732278,0.65,0.35,0.189348220825195,0.502368479035426,"None",8942
"TMC6","TMC6",0.00515450725344002,0.6,0.4,0.43043327331543,0.713345663315609,"None",8941
"AC004453.8","AC004453.8",0.00514233603730515,0.75,0.25,0.153646469116211,0.459568481904812,"None",8940
"TDRD7","TDRD7",0.00514050574890481,0.55,0.45,0.701181411743164,0.874292500470903,"None",8939
"HOPX","HOPX",0.00513967309835769,0.6,0.3,0.257504444095549,0.577830440082415,"None",8938
"ACER2","ACER2",0.00512590013017493,0.5,0.5,0.388376235961914,0.683430045671037,"None",8937
"SLC26A2","SLC26A2",0.00511816180947595,0.5,0.5,0.521673202514648,0.774996230059708,"None",8936
"RNASEL","RNASEL",0.00511470297260842,0.65,0.35,0.0637226104736328,0.306256804244065,"None",8935
"TMEM88","TMEM88",0.00510720848945025,0.45,0.55,0.898317337036133,0.965651528965649,"None",8934
"C1QTNF6","C1QTNF6",0.00508702904488288,0.55,0.4,0.887990309731588,0.965651528965649,"None",8933
"CBX7","CBX7",0.00507968099644932,0.7,0.3,0.840822219848633,0.940097152167958,"None",8932
"IFT46","IFT46",0.00507871482656483,0.75,0.25,0.277355194091797,0.590607558770352,"None",8931
"CA14","CA14",0.00506671752021309,0.6,0.4,0.202449798583984,0.517371707492404,"None",8930
"LPXN","LPXN",0.0050636026997692,0.55,0.45,0.840822219848633,0.940097152167958,"None",8929
"CTD-2201E18.3","CTD-2201E18.3",0.00506057726244358,0.45,0.55,0.498008728027344,0.758840799331665,"None",8928
"EN2","EN2",0.00505471867828226,0.25,0.05,1,1,"None",8927
"RASSF4","RASSF4",0.00504665613259916,0.65,0.35,0.812355041503906,0.92705265970433,"None",8926
"ZC2HC1C","ZC2HC1C",0.00504631318509185,0.5,0.5,0.329982757568359,0.636927997154762,"None",8925
"ZNF91","ZNF91",0.00504606836962957,0.6,0.4,0.498008728027344,0.758840799331665,"None",8924
"ZNF793","ZNF793",0.0050456420145253,0.55,0.35,1,1,"None",8923
"CCDC181","CCDC181",0.00504425265308868,0.75,0.2,0.0872117558874193,0.356996124666145,"None",8922
"ZNF410","ZNF410",0.0050262229947431,0.45,0.55,0.956329345703125,0.988927292090168,"None",8921
"ACP5","ACP5",0.00502618820408314,0.2,0.1,0.0934924836898357,0.370258886075317,"None",8920
"EPHX1","EPHX1",0.00502062206467113,0.45,0.55,1,1,"None",8919
"SIDT2","SIDT2",0.00502052623409237,0.45,0.55,1,1,"None",8918
"COPE","COPE",0.00500646719363293,0.45,0.55,0.869487762451172,0.951829651947732,"None",8917
"RP11-2J18.1","RP11-2J18.1",0.00500603302850168,0.35,0.65,0.812355041503906,0.92705265970433,"None",8916
"NUDT16P1","NUDT16P1",0.00500255331390888,0.45,0.55,0.348810195922852,0.65378751986714,"None",8915
"RP11-21L23.3","RP11-21L23.3",0.00500132827044707,0.6,0.35,0.559509174143555,0.803352696612221,"None",8914
"LINC00649","LINC00649",0.00499161226934923,0.4,0.45,0.507203699204618,0.771536517598948,"None",8913
"LINC00312","LINC00312",0.00498585324928159,0.45,0.55,0.388376235961914,0.683430045671037,"None",8912
"KIAA1033","KIAA1033",0.00496415103257724,0.45,0.55,0.329982757568359,0.636927997154762,"None",8911
"NANP","NANP",0.00496380851379697,0.6,0.4,0.898317337036133,0.965651528965649,"None",8910
"ISL1","ISL1",0.00494697064281811,0.35,0.25,0.72408166091539,0.88909967574733,"None",8909
"NID2","NID2",0.00493785705564123,0.45,0.55,0.277355194091797,0.590607558770352,"None",8908
"MATN1-AS1","MATN1-AS1",0.00493356949856163,0.45,0.55,0.840822219848633,0.940097152167958,"None",8907
"FYCO1","FYCO1",0.00492596669087127,0.65,0.35,0.756166458129883,0.902486518652746,"None",8906
"FAM107A","FAM107A",0.00492075904990434,0.45,0.35,0.552010432504705,0.797963334352694,"None",8905
"UGT1A6","UGT1A6",0.00491845803533997,0.65,0.3,0.0800260557920794,0.344618183292755,"None",8904
"KDELR3","KDELR3",0.00491620074119269,0.45,0.55,0.812355041503906,0.92705265970433,"None",8903
"MAPK11","MAPK11",0.00491313281262729,0.5,0.3,0.312976704363233,0.624138106604194,"None",8902
"RP11-353N14.4","RP11-353N14.4",0.00490757575192727,0.55,0.45,0.812355041503906,0.92705265970433,"None",8901
"LIN7B","LIN7B",0.00490740849945104,0.55,0.45,0.647655487060547,0.844540739666914,"None",8900
"CROCC","CROCC",0.00488843391598424,0.6,0.4,0.647655487060547,0.844540739666914,"None",8899
"TTC3P1","TTC3P1",0.00486678867746,0.3,0.65,0.614765995478179,0.830811756960405,"None",8898
"INPP5D","INPP5D",0.00486321972223046,0.35,0.1,0.123534253752569,0.415155591119851,"None",8897
"DHX15","DHX15",0.00485538030604445,0.5,0.5,0.521673202514648,0.774996230059708,"None",8896
"MAP6","MAP6",0.00485494091154942,0.15,0.05,0.583882420770365,0.81598849116861,"None",8895
"TMEM254","TMEM254",0.00485485241321239,0.35,0.65,0.869487762451172,0.951829651947732,"None",8894
"COPB1","COPB1",0.00484654624911611,0.55,0.45,0.570596694946289,0.803352696612221,"None",8893
"UNC5CL","UNC5CL",0.00484483536473329,0.45,0.55,0.474905014038086,0.743838492376673,"None",8892
"CCDC71L","CCDC71L",0.00483732350870367,0.55,0.45,0.452375411987305,0.728024711874432,"None",8891
"CADPS2","CADPS2",0.00483456228306724,0.7,0.3,0.647655487060547,0.844540739666914,"None",8890
"MRC2","MRC2",0.00482601952699444,0.5,0.5,0.452375411987305,0.728024711874432,"None",8889
"RP11-390B4.5","RP11-390B4.5",0.00482173045021706,0.45,0.55,0.132726669311523,0.429161299444952,"None",8888
"MOAP1","MOAP1",0.00480970206724406,0.55,0.45,0.647655487060547,0.844540739666914,"None",8887
"TRIM41","TRIM41",0.00480236542694105,0.5,0.5,0.674222946166992,0.860277427457722,"None",8886
"PJA1","PJA1",0.00479554976393633,0.4,0.2,0.195194929094672,0.516348156289299,"None",8885
"RP11-175O19.4","RP11-175O19.4",0.00479235457271376,0.6,0.4,0.368276596069336,0.667507552945894,"None",8884
"SIRT6","SIRT6",0.00478354124161321,0.55,0.45,0.869487762451172,0.951829651947732,"None",8883
"LZIC","LZIC",0.00477719853880269,0.5,0.5,0.956329345703125,0.988927292090168,"None",8882
"SPAG17","SPAG17",0.00477670519327338,0.7,0.2,0.96526282458649,0.99708876164242,"None",8881
"KCTD13","KCTD13",0.00477499547266026,0.55,0.45,0.840822219848633,0.940097152167958,"None",8880
"UBE2E2","UBE2E2",0.00476973780114792,0.25,0.15,0.362726506485098,0.667507552945894,"None",8879
