"","Gene","Mode0_Mean","Mode1_Mean","Mode2_Mean","Mode3_Mean","Mode0_Percent","Mode1_Percent","Mode2_Percent","Mode3_Percent"
"ZNF275","ZNF275",-0.0190381575058136,-0.00787553015580447,-0.0198968907879023,-0.0316345833871046,0.55,0.588235294117647,0.714285714285714,0.8
"ROBO1","ROBO1",0.0180668771131236,0.0250478177118878,0.000478918549602832,0.0323558962743899,0.5,0.588235294117647,0.428571428571429,0.8
"AGO4","AGO4",0.0083564082164781,-0.0998114757089902,-0.062805656835112,-0.0488158882432074,0.5,0.882352941176471,0.857142857142857,1
"TNPO3","TNPO3",0.00757613583157548,0.0209132666956056,0.0117345414032906,0.0241553084937203,0.4,0.588235294117647,0.571428571428571,0.8
"COQ6","COQ6",-0.0275742181175698,-0.0380695928539152,-0.0633912568873859,0.0370523064910849,0.75,0.470588235294118,0.785714285714286,0.6
"FECH","FECH",-0.000238140196317487,0.00483632957491148,0.0034973756428879,0.00906632164045327,0.75,0.529411764705882,0.571428571428571,0.8
"KDM1B","KDM1B",0.0189781049900453,-0.051310839069088,-0.00381789966818473,0.00930589502980232,0.75,0.588235294117647,0.5,0.6
"INTS3","INTS3",0.0161655372267243,-0.0054655504390065,-0.0157479277811445,0.0292957374156947,0.6,0.470588235294118,0.642857142857143,0.6
"DGCR8","DGCR8",-0.0246111692095326,0.0504874691532764,-0.0289931430398277,-0.0621026354919609,0.6,0.647058823529412,0.714285714285714,0.4
"UVRAG","UVRAG",0.0414139777043742,0.0722198704976341,0.00836492395401625,-0.00942453920905064,0.55,0.882352941176471,0.428571428571429,0.6
"PRDM4","PRDM4",-0.0231454959444833,-0.0153474247553836,-0.0186502811094451,-0.0235389387678615,0.7,0.588235294117647,0.571428571428571,0.6
"FHIT","FHIT",0.0380717956888558,0.0507188297669266,0.0108862985688528,-0.0638699468558723,0.6,0.647058823529412,0.785714285714286,0.6
"MFSD4","MFSD4",-0.0355772988986595,-0.13706008326243,-0.0114045531133365,-0.109077697088238,0.6,0.647058823529412,0.642857142857143,0.8
"NHLRC2","NHLRC2",-0.0728483990060029,-0.0159200351323161,0.0492237233826044,-0.0818343584021011,0.85,0.588235294117647,0.857142857142857,0.8
"ZMYM4","ZMYM4",-0.0193362623373839,0.00088055024891538,0.0275994550887451,-0.0140227754310726,0.35,0.529411764705882,0.785714285714286,0.6
"NIT1","NIT1",-0.0353598968830578,-0.0913065563371073,0.00836735436546836,-0.0508295751770348,0.55,0.823529411764706,0.428571428571429,0.8
"TCTN1","TCTN1",-0.00489495940784938,0.028954521821772,0.072707802121812,-0.0120975133798186,0.6,0.705882352941177,0.857142857142857,0.4
"TMEM198B","TMEM198B",0.0199281049949545,-0.054002498111146,0.0231328638093945,-0.130846619517505,0.7,0.705882352941177,0.642857142857143,1
"MTMR4","MTMR4",-0.0378149950964247,-0.12271846767471,-0.00790185723801745,-0.00998463632932782,0.55,0.764705882352941,0.571428571428571,0.8
"ZNF654","ZNF654",-0.043571584468594,-0.100139605332544,-0.0597831266517409,-0.0740770866529526,0.65,0.823529411764706,0.857142857142857,0.8
"TAF1B","TAF1B",-0.00519533697342231,0.0200800970087554,0.0146428253712186,0.019438784925967,0.4,0.647058823529412,0.714285714285714,0.6
"RILP","RILP",-0.00791954218393323,-0.013654961723329,-0.0512726290333652,-0.0377276191212432,0.6,0.529411764705882,0.714285714285714,0.6
"CPM","CPM",-0.0449409083958046,-0.123103733124404,0.0648618430556381,0.0246690035750754,0.6,0.588235294117647,1,0.6
"CACNB3","CACNB3",-0.0473984890258833,-0.0990144356564405,0.0309388944043628,-0.0315646279012029,0.6,0.823529411764706,0.857142857142857,0.6
"NSMAF","NSMAF",-0.0341481957458382,-0.0193374915089636,0.0637920624009129,0.0105870061292283,0.7,0.647058823529412,0.857142857142857,0.6
"WDR83","WDR83",-0.0220736116949139,-0.00655006122254359,0.00200284564826568,-0.039961566608443,0.6,0.470588235294118,0.428571428571429,0.4
"ZNF507","ZNF507",-0.033072427555974,-0.00763838941168374,-0.00975341890566952,-0.0651304497510442,0.6,0.411764705882353,0.571428571428571,0.8
"PET112","PET112",0.000284165519433818,0.0177536486191915,-0.00169747338364618,-0.0169974253238893,0.45,0.647058823529412,0.5,0.6
"RAB2B","RAB2B",0.0188944902370643,-0.0298618623749839,-0.023685255215176,-0.00866679713428232,0.5,0.764705882352941,0.571428571428571,0.6
"TNFSF11","TNFSF11",-0.0374806109133897,-0.0745989730322698,0.000721834316371294,0.0257071260054592,0.2,0.764705882352941,0.214285714285714,0.8
"DXO","DXO",-0.0314570331353498,0.00513687208989843,-0.0164980676883353,-0.032666702884764,0.75,0.411764705882353,0.5,0.8
"EIF2B4","EIF2B4",0.0369500612238216,-0.00742636222732581,0.00833760192782451,0.0511004459953069,0.7,0.411764705882353,0.428571428571429,0.6
"RASAL1","RASAL1",-0.0210735390844018,-0.0480683454771588,0.0459585847126817,-0.082966254853495,0.55,0.764705882352941,0.857142857142857,0.6
"HTRA1","HTRA1",0.0303852386470072,0.0621659404297259,-0.00453029932514197,0.018915751878747,0.55,0.705882352941177,0.571428571428571,0.8
"ERMAP","ERMAP",0.0136505902658518,0.00187317909737635,0.0087846959178995,0.00574975910845136,0.7,0.470588235294118,0.428571428571429,0.6
"GSTA4","GSTA4",0.0332325305697334,0.04824053118365,0.0272592410801823,0.0688097041853234,0.8,0.764705882352941,0.785714285714286,1
"BRF1","BRF1",-0.0213968865669572,0.0263193461576582,-0.00129745048706035,-0.00153323552851153,0.4,0.647058823529412,0.428571428571429,0.4
"ZNF254","ZNF254",0.0232105263193182,0.0347466536553582,0.00384883490576442,-0.0444631362804985,0.55,0.588235294117647,0.571428571428571,0.8
"BCL9","BCL9",0.0134760525901389,0.0418003983142684,0.0531782825211049,-0.0393823524881492,0.5,0.705882352941177,1,0.6
"KIAA0195","KIAA0195",-0.00457184006008939,-0.0340992871563205,-0.018966223201822,-0.1067362808246,0.5,0.705882352941177,0.571428571428571,0.8
"NAT6","NAT6",-0.00761070768062779,0.0136815848718868,-0.0014539863003961,0.00364677128796277,0.55,0.588235294117647,0.5,0.4
"RNF214","RNF214",-0.0170904451337948,-0.0239722448410798,-0.043345346960185,-0.0978143050628419,0.6,0.588235294117647,0.714285714285714,1
"GSAP","GSAP",-0.0185138216216899,-0.0942538632625731,-0.00747974171490319,-0.135438768288961,0.5,0.705882352941177,0.571428571428571,0.8
"XXYLT1","XXYLT1",-0.0116564517235104,0.0584375805473633,0.0278673757410591,0.0119373707433207,0.6,0.823529411764706,0.714285714285714,0.8
"C2orf68","C2orf68",-0.0176340821089514,-0.0562685886991342,-0.0458253991423105,0.0779209261152094,0.6,0.764705882352941,0.642857142857143,0.8
"TATDN3","TATDN3",-0.049481448338726,-0.0557518190307757,-0.026317785508067,0.057588073473725,0.7,0.882352941176471,0.785714285714286,0.8
"DENND5B","DENND5B",0.0504821223882013,-0.0528297573267356,-0.0614693676483755,-0.0123771433967456,0.75,0.588235294117647,0.714285714285714,0.6
"ZNF704","ZNF704",-0.0683374035882017,0.0462325853329245,-0.143297895779496,-0.0036128498938906,0.6,0.647058823529412,0.785714285714286,0.6
"GLTSCR1L","GLTSCR1L",0.0115512490679439,0.0173293853329929,-0.0214832930124072,0.00316584820070753,0.45,0.529411764705882,0.642857142857143,0.2
"METTL16","METTL16",2.84851874694414e-05,0.0181451310957137,0.124276606804559,0.000925225353439479,0.5,0.411764705882353,0.785714285714286,0.6
"ZBTB18","ZBTB18",-0.0283404984421816,0.0100512444088992,-0.00487440836382662,-0.181638114472659,0.7,0.470588235294118,0.5,0.8
"SMOX","SMOX",0.00343490688538381,-0.103451669028541,-0.0449277999406608,-0.136252685536983,0.65,0.823529411764706,0.642857142857143,0.8
"MED23","MED23",-0.00156503775575838,-0.0955512528332944,-0.0638623405713247,0.14801424086535,0.45,0.764705882352941,0.642857142857143,0.8
"TMCC1","TMCC1",0.0297193107922814,-0.0694332187705111,-0.146198165551319,0.0656605757370268,0.55,0.882352941176471,0.714285714285714,1
"TRAF3","TRAF3",-0.0675815254202,-0.0192309925088589,0.013987353219565,-0.0198553332283034,0.8,0.705882352941177,0.571428571428571,0.4
"MOB1B","MOB1B",-0.00734502924144079,-0.0307014671178772,0.00717138889352235,-0.0611527740898278,0.6,0.647058823529412,0.571428571428571,0.8
"LRRC8E","LRRC8E",0.0356521298981783,0.0203752273180981,0.00458776791522563,0.0196511106422342,0.8,0.588235294117647,0.571428571428571,0.8
"FGGY","FGGY",-0.00907600185698219,0.00905065005469512,-0.00912838785208313,-0.00634955526529488,0.6,0.647058823529412,0.571428571428571,0.4
"TRIM65","TRIM65",-0.0184133926068767,-0.0175852245640677,0.0269599033628335,-0.00195611446199462,0.7,0.647058823529412,0.785714285714286,0.6
"MUL1","MUL1",0.0155161945009047,-0.00786275261362256,-0.0234806487699196,0.00379749134463525,0.5,0.588235294117647,0.642857142857143,0.6
"ZNF37A","ZNF37A",-0.0499979498504964,0.009321477388892,-0.0485500998801675,-0.149195532931314,0.7,0.529411764705882,0.928571428571429,0.8
"SNAP47","SNAP47",-0.0100073700228529,-0.0302878532178634,-0.0292043381812403,0.0307804719821681,0.6,0.470588235294118,0.5,0.6
"DENND4A","DENND4A",0.0240109816886929,0.0384366745757317,-0.00764894672080495,-0.0195765795938158,0.6,0.705882352941177,0.5,0.8
"DYM","DYM",-0.00262770641604894,0.0174174053393093,-0.00421256785696903,-0.0361123520263879,0.5,0.588235294117647,0.5,0.8
"PHF13","PHF13",-0.0239530746172985,0.0222421946103662,0.00287229208731917,-0.0331172725090202,0.6,0.588235294117647,0.5,0.6
"PLEKHA7","PLEKHA7",0.0436275408789274,-0.0317784790186205,0.0229228388742054,-0.0567767217160587,0.65,0.529411764705882,0.571428571428571,0.4
"PLEKHM1","PLEKHM1",0.0155860361752755,-0.077925387243428,0.0173461456169477,-0.186325481732888,0.55,0.823529411764706,0.5,1
"HDAC6","HDAC6",-0.0274273571992037,0.0155469052068958,0.0522010069363354,0.0262417279081274,0.55,0.588235294117647,0.714285714285714,0.6
"PI4KAP1","PI4KAP1",-0.0052636574743116,0.0281397713048015,0.00653048432786068,-0.011799940164595,0.55,0.470588235294118,0.428571428571429,0.4
"ZNF672","ZNF672",-0.0183560141436134,-0.00703254691810255,-0.025174853422724,-0.0206716756599806,0.5,0.647058823529412,0.642857142857143,0.4
"RITA1","RITA1",-0.00100415746602682,0.0516353992496325,0.0292950977142595,0.0605147260380476,0.6,0.705882352941177,0.857142857142857,0.8
"RWDD2B","RWDD2B",0.0112840463037887,0.0125002100936573,-0.0105918705707851,0.059552696411111,0.6,0.588235294117647,0.642857142857143,1
"C17orf58","C17orf58",-0.0328726006792418,0.0455721620274567,-0.0119168753893962,-0.00277534168670903,0.65,0.647058823529412,0.428571428571429,0.4
"STRIP2","STRIP2",-0.00783059667831364,0.033791259113968,0.0306177445351915,0.0161996596877024,0.65,0.647058823529412,0.857142857142857,0.8
"CARD6","CARD6",0.0368471238183473,0.0117888561310744,0.00428346694284357,0.0583473881657799,0.55,0.470588235294118,0.357142857142857,1
"LINC00473","LINC00473",-0.005996716642938,-0.0043365031751388,0,0.000834867019501108,0.15,0.0588235294117647,0,0.4
"PLA2G2A","PLA2G2A",-0.0123367401057307,-0.0775846096294171,0.0122035713414595,0.122829924777604,0.65,0.588235294117647,0.714285714285714,1
"PITPNM1","PITPNM1",-0.0261472185058945,-0.0185462688001813,0.00283988641098443,-0.00456706090568,0.55,0.470588235294118,0.571428571428571,0.4
"SLC9B2","SLC9B2",-0.0597269418787044,-0.0273628735929925,0.00654557503699666,0.0796793448430749,0.65,0.352941176470588,0.571428571428571,1
"ERCC6L2","ERCC6L2",-0.0406161123718609,-0.0405618806388928,-0.0175350881846158,-0.00769857649317882,0.75,0.705882352941177,0.428571428571429,0.6
"TMEM192","TMEM192",-0.0161018336491936,0.0499878606245133,0.00463852118711319,-0.105316465593426,0.65,0.705882352941177,0.5,1
"SPAST","SPAST",-0.0294957386229444,-0.0137810924981789,-0.0046866458614377,0.019578148323382,0.65,0.411764705882353,0.5,0.6
"FBXO22","FBXO22",-0.00443621889490357,-0.014106215758178,-0.0228180842515635,0.116604844512907,0.5,0.588235294117647,0.785714285714286,1
"AC079602.1","AC079602.1",-0.017480936382677,-0.0573549351552105,-0.0302254545053155,-0.144302915233916,0.6,0.647058823529412,0.642857142857143,1
"YPEL2","YPEL2",0.00533378910487472,-0.167397278104673,-0.0332364371887137,0.00836105936701394,0.6,0.882352941176471,0.642857142857143,0.6
"RPUSD4","RPUSD4",-0.0191242516850407,-0.018686261556178,-0.022867128096935,0.0234171494869369,0.55,0.470588235294118,0.571428571428571,0.4
"PDCD2L","PDCD2L",-0.0554725440250636,0.00973161817897435,-0.00845384796117198,0.0923238530409735,0.8,0.529411764705882,0.571428571428571,0.8
"ATAD2B","ATAD2B",-0.0482520205133753,-0.061549040915893,-0.0071388070221653,-0.0012522877916907,0.7,0.705882352941177,0.642857142857143,0.4
"C19orf25","C19orf25",0.0168943280214676,-0.0685275570186055,-0.0257627487026299,-0.0429036957139479,0.55,0.588235294117647,0.642857142857143,0.6
"SP5","SP5",0.00146790657116422,-0.0093691198756138,-0.013743699406664,-0.0632676517613336,0.4,0.647058823529412,0.642857142857143,0.8
"PLD2","PLD2",0.0120328708778788,0.00249824709877146,0.0633487562587527,0.027796751051742,0.4,0.529411764705882,0.857142857142857,0.6
"SLC12A8","SLC12A8",-0.0124473964142979,0.0368586361793318,0.0235700683593746,-0.00833029317001387,0.65,0.705882352941177,0.785714285714286,0.6
"HIVEP2","HIVEP2",0.0149101844855381,-0.0208438231115972,-0.0576361636147421,-0.0140660621327213,0.55,0.647058823529412,0.785714285714286,0.6
"TNFSF9","TNFSF9",0.0375285233908691,-0.045995875658309,0.00817956539233267,-0.011023484250828,0.65,0.647058823529412,0.571428571428571,0.6
"BMPR1A","BMPR1A",0.00104385930965801,0.0186783968223802,0.00485335379294941,-0.02067405843289,0.55,0.588235294117647,0.714285714285714,0.6
"ZNF33B.1","ZNF33B.1",-0.0313251332986155,-0.0417737907425623,-0.0454501467994888,-0.0191302064074029,0.6,0.705882352941177,0.714285714285714,0.4
"CTC-241N9.1","CTC-241N9.1",0.00718865703523261,0.0124982080145722,0.0293048196078036,0.0222577493426864,0.45,0.352941176470588,0.785714285714286,0.8
"PPAP2A","PPAP2A",0.0263657562087168,-0.10453546923011,-0.0371964852754084,0.0572015749435222,0.6,0.588235294117647,0.571428571428571,0.8
"ZNF503","ZNF503",0.0231425226644135,0.0653545013045679,0.0152808403404271,-0.0651625003563033,0.55,0.705882352941177,0.714285714285714,0.6
"RP11-468E2.4","RP11-468E2.4",-0.00337258897563795,0.0233233525928302,-0.0631210018919211,-0.0631676206975792,0.55,0.470588235294118,0.857142857142857,0.8
"BPHL","BPHL",0.0164756507070802,0.0195467891112761,-0.0645032715369725,-0.044100095155191,0.7,0.647058823529412,0.785714285714286,0.6
"ADCK4","ADCK4",0.0122553086808815,-0.0153736958822609,-0.0206100540813167,-0.0580989472148481,0.6,0.529411764705882,0.642857142857143,0.8
"CARM1","CARM1",-0.00551115245687327,0.0672530343396662,-0.00153113978823943,-0.0522044500012101,0.65,0.764705882352941,0.428571428571429,0.8
"WBP1L","WBP1L",-0.02637454073382,-0.05008613000085,-0.00237585661626035,0.0225456352702245,0.6,0.647058823529412,0.642857142857143,0.8
"TMEM86B","TMEM86B",-0.0103945057636885,0.00498344125107514,-0.00245650581607402,-0.0499092519660885,0.7,0.411764705882353,0.571428571428571,0.8
"AL627309.1","AL627309.1",-0.0284624991197193,-0.0649525037988559,0.0279488801547681,-0.150983074510445,0.5,0.764705882352941,0.928571428571429,0.4
"ZFYVE19","ZFYVE19",-0.0207164838262758,0.0112965690398263,0.0735333860752627,0.0111530405492452,0.6,0.647058823529412,0.857142857142857,0.6
"DHRS4-AS1","DHRS4-AS1",-0.013087435987376,0.0801693245018087,-0.0685138276530772,0.065655747812561,0.6,0.882352941176471,0.857142857142857,1
"EPC2","EPC2",0.0338759641052592,-0.00634359643754272,0.0075079894506361,-0.0262155280417058,0.65,0.411764705882353,0.571428571428571,0.6
"ANKRA2","ANKRA2",-0.00934772838245571,-0.141802600129199,-0.0661786500101011,-0.03754638599374,0.55,1,0.785714285714286,0.8
"LRSAM1","LRSAM1",0.0215632236099513,-0.0250559268537262,0.0317328884719841,-0.195514488287347,0.65,0.705882352941177,0.714285714285714,0.8
"CTH","CTH",0.0708470785962064,0.00661601543044245,0.0885981134062975,0.00783707484874582,0.85,0.705882352941177,0.857142857142857,0.8
"ATPAF2","ATPAF2",-2.89586830689741e-05,0.0314842747519777,-0.0145275265833842,0.00154452479557992,0.6,0.705882352941177,0.571428571428571,0.4
"LMLN","LMLN",-0.0118907887294465,0.000467970904287468,0.00546603150922796,0.00154130805449434,0.6,0.529411764705882,0.571428571428571,0.6
"GRPEL2","GRPEL2",0.0353897597225699,-0.0226670658318253,-0.00791778232271602,0.0140793768875911,0.5,0.647058823529412,0.5,0.4
"ITSN1","ITSN1",-0.00115336557647815,-0.0456480434275831,-0.0889460727305523,-0.0219137839530725,0.45,0.764705882352941,0.785714285714286,0.4
"AMPD2","AMPD2",-0.0447523264997728,-0.0167622172780156,0.0467444200351215,-0.0561207619083926,0.55,0.470588235294118,0.857142857142857,0.8
"DSTYK","DSTYK",-0.0383797528962095,-0.061713575524006,-0.0134851638606637,-0.0745211200321206,0.8,0.705882352941177,0.571428571428571,1
"DUSP22","DUSP22",-0.00390333040035698,-0.0148005655873724,-0.0472750819612276,-0.0070990632683279,0.6,0.588235294117647,0.857142857142857,0.6
"ING4","ING4",-0.013993989028734,-0.0259694221094565,-0.0599393176799081,0.0319549083493065,0.6,0.647058823529412,0.571428571428571,0.8
"CYLD","CYLD",-0.000173845592034803,-0.149347497043928,-0.0564576465694336,0.0838745733515991,0.6,0.882352941176471,0.5,0.8
"AGTPBP1","AGTPBP1",-0.0421022451575512,0.0349081731943816,0.0416308258235852,-0.0447084096210192,0.65,0.588235294117647,0.714285714285714,0.8
"CRY2","CRY2",-0.00629137685087792,-0.143410234984715,-0.0224261184131123,-0.183414003666738,0.65,0.882352941176471,0.642857142857143,1
"RP4-814D15.2","RP4-814D15.2",-0.027609392883537,-0.0655385847535433,0.00812543950595051,0.0450319927285228,0.7,0.705882352941177,0.5,0.6
"ZNF761","ZNF761",0.0137004020110272,-0.00791182678423059,0.0407869344822385,0.0201486937108102,0.5,0.705882352941177,0.571428571428571,0.8
"TMCO4","TMCO4",-0.0219311319866162,-0.00997119720443029,0.013333123951272,0.00330687986288077,0.55,0.647058823529412,0.642857142857143,0.6
"RUFY2","RUFY2",-0.00983369923582041,-0.0534612457389856,-0.0386147287894303,-0.00213489430420358,0.5,0.764705882352941,0.785714285714286,0.6
"DCDC2","DCDC2",0.0285140738416973,0.0960521334286032,0.0146797189038617,0.102098192724663,0.4,0.823529411764706,0.642857142857143,0.8
"DNAH14","DNAH14",-0.00689592591733909,0.0269782712275483,0.0140807370209923,0.0888119478645499,0.45,0.588235294117647,0.642857142857143,1
"SMG5","SMG5",0.0278589686896958,0.0540339871551727,0.0948251266604468,0.00331657517369669,0.55,0.941176470588235,0.928571428571429,0.8
"FBXL4","FBXL4",0.0377207745275561,-0.0530587679014024,-0.0193563372134538,-0.144580325755595,0.7,0.705882352941177,0.571428571428571,1
"RAB11FIP2","RAB11FIP2",-0.0514140095304667,-0.0340645118875637,-0.00758018033206497,-0.0480482818110083,0.65,0.705882352941177,0.642857142857143,0.8
"PTGR2","PTGR2",-0.0384711221736572,0.0209883773804662,-0.0092459181163796,0.0691282230022051,0.75,0.470588235294118,0.571428571428571,1
"PGGT1B","PGGT1B",-0.000348826049959173,0.00220485557148663,-0.00707070529481072,-0.0306243525395895,0.65,0.411764705882353,0.5,0.8
"PRR5","PRR5",-0.0405338002339687,0.039873939886998,0.00876598835152525,0.0970253733195106,0.75,0.647058823529412,0.642857142857143,1
"SPATA6","SPATA6",-0.0412334448280183,0.0289574117705581,0.00361873414704072,-0.0356606574629887,0.65,0.588235294117647,0.642857142857143,0.8
"PIGF","PIGF",-0.00098289042939393,0.0406750645954583,-0.026163728020855,0.0974262576711051,0.4,0.588235294117647,0.785714285714286,1
"AMMECR1L","AMMECR1L",0.0262159866101307,-0.00489468997530456,-0.0282089535068837,-0.127239539970791,0.65,0.470588235294118,0.642857142857143,1
"HSF2","HSF2",-0.017246839069954,-0.00598389582389862,-0.0190902129294499,0.0649328157084464,0.7,0.529411764705882,0.428571428571429,0.8
"C10orf76","C10orf76",0.00601974291394974,-0.0246824919333621,-0.0167554124430237,0.0537734294435495,0.5,0.647058823529412,0.785714285714286,0.8
"BCKDHB","BCKDHB",-0.0325628806371247,-0.00553057283197827,-0.0495582112813089,0.0900655768977311,0.65,0.411764705882353,0.785714285714286,1
"PUSL1","PUSL1",-0.0205364280050353,0.0362212222876485,-0.00877508289446939,0.010565826950386,0.6,0.705882352941177,0.428571428571429,0.6
"C9orf156","C9orf156",-0.0151415679351239,-0.0406705483377761,-0.0331759469690915,-0.0971939749982458,0.6,0.647058823529412,0.785714285714286,1
"LTB4R","LTB4R",-0.0249785270020741,0.0174442526854472,-0.00135066918016766,0.0232208676383963,0.7,0.470588235294118,0.5,0.8
"RP11-332H14.2","RP11-332H14.2",-0.0339017724910717,-0.0412088979490463,0.096705838992991,0.0105588038900768,0.55,0.588235294117647,0.857142857142857,0.6
"PRKD3","PRKD3",0.0279582600130519,-0.00413520649799745,-0.00295978134397375,-0.0354899909766366,0.65,0.411764705882353,0.571428571428571,0.6
"ACSL4","ACSL4",-0.0751907774407146,-0.04589919571751,0.00202779215561145,-0.0401174447440523,0.7,0.529411764705882,0.714285714285714,0.6
"SETD4","SETD4",-0.0292457393087544,-0.0333890474621473,0.0126800397097542,-0.0341350569700724,0.8,0.705882352941177,0.571428571428571,0.4
"KIFAP3","KIFAP3",0.0296543719269066,-0.0071906055965793,-0.0585158115739606,-0.0235069953767807,0.55,0.411764705882353,0.857142857142857,0.4
"ANKS6","ANKS6",-0.0743383844051016,0.0253434578642493,0.0414639980014979,-0.0036698226971454,0.8,0.647058823529412,0.857142857142857,0.4
"KAT2B","KAT2B",-0.0199495167304209,0.00213229525509692,-0.0259531806638163,0.002435469323786,0.35,0.352941176470588,0.785714285714286,0.6
"ZNF12","ZNF12",0.0236035702896165,-0.0524281784095494,-0.0551143233901709,-0.167242256230269,0.6,0.705882352941177,0.714285714285714,1
"SMARCAD1","SMARCAD1",-0.0270989343073039,0.015157527956182,0.00595586036025123,-0.0129588125425551,0.7,0.588235294117647,0.571428571428571,0.4
"CUL4B","CUL4B",0.0187946080342343,0.0153818616126812,-0.0032857286723067,-0.0511605460082145,0.55,0.529411764705882,0.5,1
"SFXN3","SFXN3",0.0300379313270845,-0.214016271504214,0.0244820677395053,-0.140019132221429,0.5,1,0.714285714285714,1
"RP11-225B17.2","RP11-225B17.2",-0.00123652035034185,-0.0211797860632779,0.00808495526625314,-0.0206853332187838,0.6,0.764705882352941,0.642857142857143,0.8
"TBCE","TBCE",-0.0279236184081149,0.0522634542517404,0.0180673457399877,-0.0211528272155222,0.85,0.588235294117647,0.642857142857143,0.6
"FAM189B","FAM189B",-0.116513103781935,0.0143744683362671,0.0210579790395327,-0.066054633187296,0.9,0.588235294117647,0.857142857142857,0.8
"PRKRIR","PRKRIR",-0.0466485510696773,0.0629867015578723,-0.0175698903160432,0.0345141824395196,0.75,0.705882352941177,0.642857142857143,0.6
"LFNG","LFNG",-0.0509096058769741,-0.0657327882403537,-0.0171407744300395,-0.0926108097874739,0.75,0.588235294117647,0.5,0.8
"KIAA1432","KIAA1432",0.00928985730571024,0.0116241515105758,-0.0613937642876995,-0.0108987996428838,0.6,0.411764705882353,0.785714285714286,0.8
"APOM","APOM",0.00267682825644628,0.0348889875418824,-0.0211958646753022,-0.0239580052585945,0.45,0.705882352941177,0.785714285714286,0.8
"NDUFAF1","NDUFAF1",0.0213300713285353,0.015572625869091,0.00566710887686312,0.035414839978964,0.55,0.470588235294118,0.571428571428571,0.6
"TRUB1","TRUB1",-0.0266899247185635,0.0179716343186978,0.0125616666332549,0.0095812806665613,0.65,0.764705882352941,0.571428571428571,1
"LINC00467","LINC00467",-0.0366975040270413,-0.062272315795835,-0.00778276096101226,-0.0828933322644338,0.75,0.764705882352941,0.642857142857143,0.8
"HERC1","HERC1",-0.0695967757688564,0.0154799915129791,-0.0158733658609049,-0.0427861942428306,0.95,0.352941176470588,0.5,0.6
"METTL6","METTL6",0.00981608801303817,0.00900256005382766,-0.036944721039738,0.0385319801766221,0.65,0.588235294117647,0.642857142857143,1
"PTAFR","PTAFR",0.0423765132831243,-0.0497166650710571,0.0168827896217045,0.0144017913927981,0.55,0.764705882352941,0.714285714285714,0.6
"TERF2","TERF2",-0.0115284352051007,-0.0111883476439172,0.0393599388367838,0.0136969848844425,0.65,0.588235294117647,0.714285714285714,0.6
"FAHD2CP","FAHD2CP",-0.0297452974923027,-0.0107512374300754,-0.00328224115280103,-0.00500478111752879,0.6,0.588235294117647,0.571428571428571,0.4
"ABHD8","ABHD8",0.011837182345479,0.00956222891867517,0.0409859176528276,-0.0043121405169742,0.65,0.647058823529412,1,0.6
"ACOT11","ACOT11",0.0055656335314512,-0.0296924942311194,0.0068634719555842,-0.211701904065264,0.45,0.705882352941177,0.5,1
"PIAS4","PIAS4",-0.00620632574022149,-0.0237873264246238,0.0422013795458889,0.0392983511034406,0.6,0.588235294117647,0.857142857142857,1
"SERP2","SERP2",-0.0120828316062804,0.00273422810774364,0.0024228838105874,-0.019543428595459,0.2,0.470588235294118,0.5,0.4
"ZNF124","ZNF124",0.0182463748556887,0.0433562449251186,0.0295798963511438,-0.0276016892269707,0.5,0.823529411764706,0.714285714285714,0.6
"MARC2","MARC2",0.0119667960896128,0.0457130286405923,0.00440081161786736,-0.0114100091374332,0.55,0.705882352941177,0.571428571428571,0.4
"C1RL","C1RL",0.0187724188543686,-0.0825830887976744,0.0115972547380667,-0.0524687775946076,0.55,0.647058823529412,0.5,0.6
"EBLN2","EBLN2",0.0100617804598586,-0.0589641951920069,-0.00414227933580287,0.0550631987800912,0.4,0.647058823529412,0.571428571428571,0.8
"TMEM218","TMEM218",0.000792724064842577,0.0579725412749091,-0.0443196166084821,0.0583358413475837,0.55,0.647058823529412,0.928571428571429,0.8
"IQCK","IQCK",-0.067199252145877,-0.0767466353123625,0.000815586504786352,0.00045042749385694,0.75,0.764705882352941,0.571428571428571,0.4
"SNX16","SNX16",0.00353107776329616,0.0338400126131159,0.00205207330163953,0.0460016461381147,0.6,0.764705882352941,0.357142857142857,0.8
"MTG1","MTG1",-0.0312602166217647,-0.0525878586337242,0.0329550968908991,-0.0176002191014008,0.75,0.705882352941177,0.857142857142857,0.6
"TNK1","TNK1",0.0106024089363965,0.00576593821784588,-0.0396262046483049,-0.0486889439771206,0.5,0.411764705882353,0.571428571428571,1
"TSHZ1","TSHZ1",-0.00457632385157709,-0.0136419214497935,0.016435546882189,-0.106308697609306,0.7,0.411764705882353,0.714285714285714,0.8
"CERK","CERK",-0.000846446027966577,0.046237080251706,-0.0111011381293988,-0.0480041573236998,0.5,0.647058823529412,0.5,0.4
"CTD-2336O2.1","CTD-2336O2.1",-0.00671429535636055,-0.0492323248656947,-0.0727308227096552,-0.0161033732489313,0.4,0.647058823529412,1,0.4
"UNC13B","UNC13B",0.0332259750566304,0.083280446993214,0.0247426512225315,-0.0739251072302244,0.55,0.764705882352941,0.714285714285714,0.4
"DIS3L","DIS3L",-0.0404630237555671,0.023796188203363,0.013545347831119,-0.0261419820574413,0.65,0.705882352941177,0.571428571428571,1
