"","Gene","Mode0_Mean","Mode1_Mean","Mode2_Mean","Mode3_Mean","Mode0_Percent","Mode1_Percent","Mode2_Percent","Mode3_Percent"
"LSM7","LSM7",-0.0484349316343712,0.313726587991011,-0.0959898775490874,0.454941091029522,0.65,0.823529411764706,0.642857142857143,1
"PSME2","PSME2",-0.217626873297985,0.224926876520928,-0.0135909576491422,0.583643592888445,0.85,0.764705882352941,0.5,1
"PRSS3","PRSS3",-0.0200169832334489,-0.20731327116893,-0.281406721658213,0.224673687788978,0.55,0.764705882352941,0.785714285714286,1
"PPP2R2A","PPP2R2A",-0.0312613548191998,-0.200855058323022,-0.22170797450253,-0.18599308476735,0.55,0.705882352941177,0.785714285714286,0.8
"CD59","CD59",-0.00216198405019259,-0.617647224685521,0.172737061313921,0.541030070411636,0.5,0.941176470588235,0.642857142857143,1
"WSB1","WSB1",0.0695444277226321,-0.343403890799186,-0.453254857523283,-0.511491119646434,0.65,0.941176470588235,0.857142857142857,1
"OPTN","OPTN",0.12936981773778,-0.462796709900569,-0.146532486062682,-0.207219501236898,0.7,0.941176470588235,0.642857142857143,1
"TM4SF1","TM4SF1",0.164646131184582,-0.442888043700881,-0.433093588847366,-0.00500828300323016,0.7,0.764705882352941,0.785714285714286,0.6
"CTTN","CTTN",-0.0410709530166371,-0.250890974948473,0.0466976182147961,0.134148311026895,0.7,0.823529411764706,0.642857142857143,0.8
"MMP7","MMP7",0.0685042658696494,-0.25691878155104,0.696396509841979,1.583319782445,0.55,0.529411764705882,0.714285714285714,1
"SPRR1B","SPRR1B",-0.00972704905587973,-0.223877093432375,0.0574623549911597,-0.0247862903094239,0.25,0.705882352941177,0.714285714285714,0.8
"PHF1","PHF1",0.0362928854572288,-0.097984134418623,-0.156599367511737,-0.165837851667709,0.6,0.529411764705882,0.785714285714286,1
"ENO2","ENO2",0.0250509311387584,-0.143764629903245,-0.34453788587457,-0.0353823394437595,0.6,0.705882352941177,1,0.6
"SRCAP","SRCAP",0.118861407315515,-0.269617374771226,-0.309430612135197,0.0857737900374185,0.7,0.823529411764706,0.857142857142857,0.6
"P4HA1","P4HA1",0.100721742028875,-0.311569178001881,-0.564995178301222,-0.105387408358873,0.55,0.882352941176471,0.928571428571429,1
"CISD3","CISD3",-0.0370206917274825,0.236723226004526,-0.179564003063233,0.408047086451774,0.65,0.705882352941177,0.714285714285714,1
"TMBIM1","TMBIM1",0.114867946584654,-0.712800887677488,0.128011678203082,0.0688617055629078,0.6,1,0.5,0.6
"CD164","CD164",0.0493142207332573,-0.262284734996241,0.0942868663671984,0.049597332859218,0.5,0.764705882352941,0.5,0.4
"MIR4435-1HG","MIR4435-1HG",0.115766814954934,-0.175344827069043,0.0149917030317691,0.389902232005361,0.7,0.588235294117647,0.571428571428571,1
"MINOS1","MINOS1",-0.231655629326176,0.189182350445119,0.0590768500259896,0.51619977272145,0.85,0.647058823529412,0.5,1
"RNF141","RNF141",0.0179133359587646,-0.178657684429876,-0.232175181507268,-0.0371211761872706,0.45,0.705882352941177,0.785714285714286,0.4
"HMGB1","HMGB1",-0.451264002309118,0.468842799252293,-0.0222333681704713,0.36580878010938,0.9,0.882352941176471,0.571428571428571,0.8
"RIOK3","RIOK3",0.27811515666044,-0.360443695244084,-0.0286651850384592,-0.0910153819648181,0.9,1,0.571428571428571,0.4
"SSBP1","SSBP1",-0.175810853130962,0.190362374109835,-0.0234042088952974,0.661528862686019,0.75,0.764705882352941,0.428571428571429,1
"DHRS9","DHRS9",0.116561842325455,-0.336297965319828,0.288874652224784,-0.0162963732728526,0.7,0.882352941176471,0.714285714285714,0.2
"HSPA6","HSPA6",0.0108703039734178,-0.438622075929978,0.585898467066304,-0.286955311001918,0.6,0.823529411764706,0.857142857142857,0.8
"ARPP19","ARPP19",-0.0707656512058257,-0.171630157121469,-0.202323492772557,-0.0925087452670244,0.65,0.588235294117647,0.714285714285714,0.6
"CLDND1","CLDND1",0.0203573443459066,-0.205951460740497,-0.0979412360970279,0.00515032963246806,0.65,0.764705882352941,0.571428571428571,0.6
"GUK1","GUK1",0.0191255456859437,-0.157891218203304,0.0253612110328522,0.0118947681300394,0.45,0.764705882352941,0.357142857142857,0.6
"HIST1H1C","HIST1H1C",-0.01402427467584,-0.260438155787405,0.213116039882389,0.361443383731858,0.55,0.529411764705882,0.785714285714286,0.8
"TFPI","TFPI",0.0323478394585463,-0.572913240535652,0.203002660743835,0.297310688534401,0.6,1,0.785714285714286,0.8
"CD55","CD55",0.12573248047681,-0.20101254388138,0.238241217526387,-0.421686794464411,0.5,0.764705882352941,0.785714285714286,0.8
"MED10","MED10",-0.124700564560303,-0.327466455334015,-0.159220186070987,0.0150973774272102,0.7,0.941176470588235,0.714285714285714,0.4
"SFN","SFN",0.262859042290969,0.245419470762161,-0.553544662722265,0.30424803103414,0.7,0.705882352941177,0.857142857142857,0.8
"HK2","HK2",0.135566379565909,-0.386252216716948,-0.203544206844927,-0.127262144058921,0.65,0.882352941176471,0.642857142857143,0.8
"GPX2","GPX2",0.0652506519928348,0.380645159339312,0.114980728957552,-0.01317459142665,0.55,0.882352941176471,0.571428571428571,0.4
"ZFAND2A","ZFAND2A",0.0438387568184045,-0.20349635472038,-0.041161900444741,0.0423604345737757,0.55,0.529411764705882,0.571428571428571,0.4
"GOLT1B","GOLT1B",-0.047697489930358,-0.167992427305813,0.145934519659198,0.0395256420850939,0.55,0.764705882352941,0.571428571428571,0.8
"TMEM159","TMEM159",0.121890771116152,-0.168056704967377,0.0547010953263672,-0.0719215188600594,0.85,0.823529411764706,0.5,0.8
"SBDSP1","SBDSP1",-0.058193771479701,-0.153773856070062,-0.0697958563688606,-0.0311885507944815,0.6,0.764705882352941,0.857142857142857,0.8
"TIMM8B","TIMM8B",-0.10364141110335,0.235966707284939,0.047659707748889,0.505951814705482,0.75,0.764705882352941,0.571428571428571,1
"SPRR1A","SPRR1A",-0.0183039483820916,-0.29626243507767,0.0214500546351565,0.123183367862918,0.2,0.588235294117647,0.928571428571429,0.8
"CAST","CAST",0.123744328802356,-0.241563520177504,0.137470990682974,0.138075694429834,0.7,0.588235294117647,0.785714285714286,0.6
"SDCBP2","SDCBP2",0.22877420884885,-0.398402969665511,-0.255931009384722,0.265373612473311,0.8,0.882352941176471,0.857142857142857,0.8
"EPS8","EPS8",0.148687212405116,-0.245652863599204,-0.0735074988897143,0.0745399819385544,0.75,0.705882352941177,0.571428571428571,0.8
"GPX4","GPX4",0.0179361837806137,-0.124349705467458,0.0142929418809307,-0.0180919190608149,0.5,0.647058823529412,0.5,0.4
"ABL2","ABL2",0.0163601961127416,-0.256678565425564,0.41203311450722,0.0204080379803341,0.55,0.882352941176471,0.857142857142857,0.6
"LYST","LYST",0.0161200130242462,-0.289033326785077,-0.0481688264837122,-0.0204434944509513,0.5,0.941176470588235,0.642857142857143,0.4
"TPM1","TPM1",-0.0866497068292868,-0.114578656849392,-0.297081071261454,0.234095302643453,0.45,0.588235294117647,0.714285714285714,1
"ZNF83","ZNF83",0.00145086153331089,-0.301531260873923,0.0391444966591733,-0.000669947195199863,0.45,0.941176470588235,0.571428571428571,0.6
"PDLIM5","PDLIM5",0.127238312088091,-0.231438357088353,-0.183318673516064,-0.148689343199731,0.75,0.764705882352941,0.857142857142857,1
"UBE2D1","UBE2D1",0.0237631058317844,-0.231896004494562,-0.0601910796396806,-0.0823172833691024,0.5,0.647058823529412,0.5,0.6
"PHLDA2","PHLDA2",0.421831975670111,0.291598881560068,-0.411263562630879,-0.373383395056534,0.9,0.764705882352941,1,1
"CDA","CDA",-0.0261790648283949,-0.271404223955219,-0.0498239523375683,0.0555711703441733,0.5,1,0.571428571428571,1
"UQCC2","UQCC2",-0.17145397489599,0.318631419797117,0.195527518230012,0.230247500153745,0.85,0.941176470588235,0.785714285714286,1
"SERINC1","SERINC1",0.0724243883863751,-0.322021309998206,0.0966159885126754,-0.00180225837242657,0.65,1,0.785714285714286,0.4
"HN1","HN1",-0.0417154761622096,0.128268999542183,-0.232267596040421,0.352743015490277,0.65,0.647058823529412,0.571428571428571,1
"RND3","RND3",0.205242338138698,-0.4559563120595,0.581334333235632,0.314857877609025,0.75,0.941176470588235,0.928571428571429,0.8
"LEFTY1","LEFTY1",-0.00489107752390529,0.0661845939881223,-0.00937172772312492,0.387631804111792,0.55,0.470588235294118,0.714285714285714,0.8
"TAF7","TAF7",0.0920925546791183,-0.170335708814692,0.0269326123572466,-0.128474988665943,0.75,0.529411764705882,0.714285714285714,0.8
"ERH","ERH",-0.174366097851026,0.318734789865832,0.0243322187021064,0.418519883575345,0.8,0.882352941176471,0.571428571428571,1
"SERINC2","SERINC2",-0.00087048157153645,-0.435335816996245,0.128588288423046,0.050519109155517,0.6,0.941176470588235,0.5,0.6
"ADRA2A","ADRA2A",-0.0451881384915829,0.0275059581699808,-0.00121019010025354,0.0660840561622649,0.4,0.352941176470588,0.428571428571429,0.8
"LSM4","LSM4",-0.316670752240263,0.335809890647271,0.124152995259501,0.308953291636996,0.85,0.941176470588235,0.714285714285714,1
"CAV1","CAV1",-0.0109713167847314,-0.183379816231162,-0.330656986069426,0.132867380542823,0.5,0.941176470588235,0.571428571428571,1
"KCNK1","KCNK1",0.104603888408071,-0.293666181729587,0.137204128094307,0.118709634673575,0.65,0.764705882352941,0.857142857142857,0.8
"PNISR","PNISR",-0.0407591444839831,-0.389356479383018,-0.267064661866189,-0.311913219018844,0.65,0.941176470588235,0.857142857142857,0.8
"RBCK1","RBCK1",0.0715685716558517,-0.250439537396999,0.00924927199156226,0.0493144838595113,0.55,0.705882352941177,0.571428571428571,0.8
"PGK1","PGK1",-0.0847985709149926,-0.255170701864033,-0.565785160570388,0.17934904373615,0.6,0.823529411764706,0.928571428571429,1
"TAF1D","TAF1D",-0.145460104644296,-0.0861948407961703,-0.0336212720699044,-0.263943823263646,0.65,0.470588235294118,0.357142857142857,1
"COX6B1","COX6B1",0.083653002344782,0.156471303441498,-0.168321909028579,0.447294650634628,0.55,0.764705882352941,0.857142857142857,1
"RAC1","RAC1",0.0341801224250673,-0.152094733471119,-0.451849486477205,-0.126176835368265,0.5,0.647058823529412,1,0.8
"PAPOLA","PAPOLA",-0.0155977493863476,-0.0509234951501411,-0.338428974368205,0.156273074588476,0.55,0.588235294117647,0.928571428571429,1
"PDLIM4","PDLIM4",0.0300627190881067,-0.0976508503113748,0.0132320688143147,-0.185570652263164,0.5,0.705882352941177,0.571428571428571,0.8
"DDIT3","DDIT3",0.178835943012778,-0.250285700913758,-0.00415454152367228,-0.149161352453756,0.6,0.823529411764706,0.5,0.6
"PLEK2","PLEK2",-0.086516950111707,-0.176685835979527,-0.092227814370025,0.186800843301818,0.8,0.823529411764706,0.571428571428571,0.8
"MXD1","MXD1",0.248674776730483,-0.561738131948566,-0.149800145056711,0.136394568905518,0.75,0.941176470588235,0.714285714285714,0.8
"CTD-2319I12.1","CTD-2319I12.1",0.299745257298699,-0.225165404159798,0.0111572996694951,0.107262827817424,0.9,0.705882352941177,0.642857142857143,0.8
"CTSE","CTSE",-0.0368022999991058,-0.0741017348820986,0.441414641553783,0.546909515645358,0.5,0.529411764705882,0.714285714285714,1
"KRT17","KRT17",-0.00640738169922231,-0.327310705245392,-0.140259839621459,0.402226228123242,0.2,0.705882352941177,0.5,0.8
"GPRC5A","GPRC5A",0.167576998707657,-0.336853095731856,-0.26586548842408,-0.332111515783035,0.7,0.764705882352941,0.571428571428571,0.8
"RP11-29G8.3","RP11-29G8.3",0.121930349585274,-0.161039787252647,0.0249668642189903,-0.124876959018269,0.65,0.705882352941177,0.714285714285714,0.8
"PA2G4","PA2G4",-0.224216714236507,0.446295090208098,0.428803823783718,0.378450698372545,0.75,0.941176470588235,0.714285714285714,1
"WDR45B","WDR45B",0.0966057000243612,-0.202024918769149,-0.162790432275217,-0.201619569493544,0.65,0.764705882352941,0.785714285714286,1
"FDPS","FDPS",-0.0846101206732617,0.143292567522594,-0.198852426244491,0.624751114521717,0.55,0.764705882352941,0.785714285714286,1
"CEACAM1","CEACAM1",0.0831329945528239,-0.483183128819466,0.188428070680337,-0.0336540874608589,0.7,0.941176470588235,0.642857142857143,0.8
"NACA","NACA",-0.0239676190778986,0.0983873084308733,-0.28190175531107,-0.149820230283649,0.6,0.588235294117647,0.857142857142857,0.8
"KDM3A","KDM3A",-0.0393659920943597,-0.244561456080776,-0.313317183335246,-0.0392867192053245,0.65,0.823529411764706,0.928571428571429,0.8
"NAA20","NAA20",-0.113667713374856,0.116964758605879,-0.00510669530899337,0.357328116847134,0.8,0.705882352941177,0.571428571428571,1
"INSIG2","INSIG2",-0.0206014229255274,-0.336774198555964,-0.116194291161662,0.0089831860143515,0.6,0.941176470588235,0.428571428571429,0.6
"EMP2","EMP2",-0.0642427177771445,0.268090662387454,-0.0053603523078249,0.0657995948100141,0.65,0.764705882352941,0.428571428571429,0.6
"LBH","LBH",-0.0047383058601686,-0.126549792754841,-0.127030664269032,-0.0135426643731247,0.7,0.647058823529412,0.928571428571429,0.6
"GTF2H5","GTF2H5",-0.00753798788134795,0.149109506640331,-0.124860379726483,0.381388994554065,0.5,0.647058823529412,0.714285714285714,1
"PTPRK","PTPRK",0.095367909986263,-0.340185102710307,0.0925749716469079,-0.218759814319591,0.8,0.882352941176471,0.642857142857143,1
"RBPJ","RBPJ",-0.00153670491256656,-0.270304946311853,-0.238099141140996,-0.247873054929784,0.55,0.882352941176471,0.785714285714286,1
"MKKS","MKKS",-0.239581084409626,0.198515582139511,-0.1126452721608,0.30572396556511,0.9,0.823529411764706,0.857142857142857,1
"HIST1H2AC","HIST1H2AC",0.135386697049806,-0.208573181662657,0.0236735188999173,0.137756308050673,0.6,0.647058823529412,0.785714285714286,1
"C15orf48","C15orf48",0.240162440890748,-0.82935883647185,0.0663765014806253,0.334830119006493,0.65,1,0.428571428571429,0.8
"MPZL3","MPZL3",0.0587484985899629,-0.238227256025787,0.166665073734559,-0.0118779472949267,0.7,0.823529411764706,0.857142857142857,0.4
"WDR18","WDR18",-0.0254088519538694,0.110050095783731,0.00844451858973178,0.236178031808747,0.7,0.764705882352941,0.642857142857143,0.8
"COL17A1","COL17A1",0.0352680553306551,-0.507957727839226,0.0734137146673364,0.081769996771615,0.5,0.941176470588235,0.714285714285714,0.6
"PLS3","PLS3",-0.0489090905498931,-0.101064005619019,-0.0194391993490883,0.0755153278345573,0.65,0.588235294117647,0.428571428571429,0.6
"PRR15","PRR15",-0.0149086683854227,-0.0629022833100904,-0.0295274114142169,0.098929732527833,0.45,0.588235294117647,0.642857142857143,0.8
"MRPS34","MRPS34",-0.105291383482571,0.28438949221483,-0.142189035914274,0.153607982930514,0.7,0.941176470588235,0.785714285714286,1
"IDS","IDS",0.059379051125439,-0.287275100290493,0.2519669909068,-0.338611341949967,0.55,0.823529411764706,0.928571428571429,1
"SVIP","SVIP",-0.111422025715982,-0.0993631557491943,-0.073812506880504,0.0269683799215557,0.7,0.588235294117647,0.642857142857143,0.6
"DYNLT3","DYNLT3",-0.0214313143565712,-0.230253599155507,-0.051804847346127,0.153963859891914,0.45,0.823529411764706,0.642857142857143,0.8
"C11orf48","C11orf48",-0.109720776860495,0.13728065765179,0.0282993805932952,0.336428671668301,0.75,0.764705882352941,0.571428571428571,1
"RHEB","RHEB",-0.0500671377759421,0.0112494630324418,-0.019047430364639,0.263780408103666,0.6,0.529411764705882,0.357142857142857,0.8
"RHOG","RHOG",0.0005158892451492,-0.166088106621759,-0.0591797988129109,0.0343031770038517,0.65,0.764705882352941,0.642857142857143,0.6
"G0S2","G0S2",-0.00839984164321496,-0.333875057479279,0.203890431586507,-0.174385723301309,0.5,0.941176470588235,0.642857142857143,0.6
"PVRL4","PVRL4",0.154409731654989,-0.351198566016767,0.0216200768398064,-0.0600219581386483,0.75,0.941176470588235,0.571428571428571,0.4
"RICTOR","RICTOR",-0.0578114649674721,-0.425523711693307,-0.0455512781421019,-0.161911833306518,0.7,1,0.642857142857143,1
"PDCD5","PDCD5",-0.325023284684316,0.150302607926768,0.0145463118866504,0.33560274948822,0.8,0.705882352941177,0.571428571428571,1
"BANF1","BANF1",-0.133655611565271,0.291339156049815,0.129634901210381,0.278540886858447,0.75,0.882352941176471,0.785714285714286,0.8
"RSU1","RSU1",-0.0059783824618864,0.0814194867554323,-0.0627670296819297,0.276245221523341,0.55,0.705882352941177,0.642857142857143,1
"BFAR","BFAR",0.00681742909665733,-0.115172424937153,-0.12369555210745,-0.270182714231815,0.3,0.647058823529412,1,0.8
"ARHGAP29","ARHGAP29",0.0379085370372202,-0.148013515557597,0.00741173075786954,0.0819277433241356,0.55,0.588235294117647,0.571428571428571,0.6
"LAD1","LAD1",0.0284116853733847,0.219498298131208,0.116305373745865,0.253171181610947,0.5,0.941176470588235,0.714285714285714,0.8
"TSPO","TSPO",0.0346534981927774,0.132040061637973,-0.178770027616787,0.174859380476161,0.5,0.764705882352941,0.714285714285714,0.8
"GABARAPL1","GABARAPL1",0.106595834768321,-0.307854242639551,0.504826417119272,-0.131729327655112,0.65,1,0.928571428571429,0.8
"RNF103","RNF103",0.131052836521989,-0.305622320425169,-0.0470027883290413,-0.0715404927148062,0.75,0.941176470588235,0.571428571428571,0.6
"C12orf36","C12orf36",0.103993107475344,-0.185240981533151,-0.0895411726519859,0.0328030670613317,0.65,0.705882352941177,0.571428571428571,0.8
"AP3S1","AP3S1",0.0652392112301794,-0.0903985008881526,-0.15784701715735,0.168143233901868,0.7,0.647058823529412,0.714285714285714,1
"SMPDL3A","SMPDL3A",0.0562206124246876,-0.275142850313207,-0.0379310655806595,0.0625095249691491,0.7,0.941176470588235,0.571428571428571,0.6
"TFF2","TFF2",0.27782909743018,-0.0626971325571944,-0.705869263640431,-1.23954889280321,0.75,0.529411764705882,0.785714285714286,1
"ZNF292","ZNF292",0.0875892918217133,-0.448477027439403,0.121693056351163,-0.31210201590131,0.55,0.941176470588235,0.714285714285714,1
"EXOSC5","EXOSC5",0.0106838666032298,0.118625350045362,-0.0525069902058651,0.0663637884973869,0.6,0.764705882352941,0.714285714285714,1
"TMEM134","TMEM134",0.0746450796291987,0.0588127692580456,-0.22093611263583,-0.027760291570006,0.8,0.352941176470588,1,0.4
"RNF7","RNF7",-0.0736444844310017,-0.0851051414482518,-0.336362457749754,-0.0496891538861154,0.65,0.705882352941177,0.857142857142857,0.8
"UPP1","UPP1",0.182094363347747,-0.179456364204204,0.0424929697780562,0.0471666756514036,0.75,0.588235294117647,0.571428571428571,0.8
"NDUFS5","NDUFS5",-0.093269031823306,0.182934540756197,-0.018007905926778,0.235213588636039,0.65,0.764705882352941,0.642857142857143,1
"F12","F12",-0.11551711863287,0.150296242010987,-0.0496327676946389,0.0239842603696364,0.85,0.882352941176471,0.714285714285714,0.4
"FXYD5","FXYD5",-0.0749335082135778,-0.268487461895324,0.171962150363606,0.070114103441253,0.65,0.823529411764706,0.642857142857143,0.6
"DNAJC15","DNAJC15",-0.0816329942237007,0.0165304362319399,-0.119705110367992,0.467439979272518,0.65,0.470588235294118,0.714285714285714,1
"MTPN","MTPN",-0.0421321508338826,-0.160637635822531,-0.0487117334482464,0.081595521971805,0.65,0.705882352941177,0.642857142857143,0.8
"LAMA4","LAMA4",0.0190566767799439,-0.163610674739475,0.023559356586317,0.168871183791536,0.15,0.647058823529412,0.428571428571429,0.8
"MRPS6","MRPS6",0.0585824009582001,-0.171756755047191,-0.0230722642835679,0.012971816504955,0.65,0.764705882352941,0.5,0.6
"PKM","PKM",-0.236096769827581,-0.0735467202696202,-0.137826425458709,0.597876825672302,0.7,0.529411764705882,0.642857142857143,1
"ZNF207","ZNF207",0.0553740084532026,-0.187810318446415,-0.14184333812682,-0.200129416536038,0.5,0.764705882352941,0.714285714285714,0.8
"HERC4","HERC4",0.0766857990937281,-0.278612529159874,0.0347527847290799,-0.124907782736794,0.8,0.941176470588235,0.642857142857143,0.8
"MAP1LC3B","MAP1LC3B",0.318140013269213,-0.210557648612415,-0.0705558044184057,-0.0568404408813147,0.8,0.764705882352941,0.714285714285714,0.8
"IFI27","IFI27",0.0584001086748755,-0.122513905265847,-0.0456433801909299,0.590550981361123,0.55,0.529411764705882,0.642857142857143,1
"TUFT1","TUFT1",0.10698556892794,-0.23366964925761,0.0619847690452723,-0.0680310880846291,0.85,0.823529411764706,0.642857142857143,0.6
"POLR3K","POLR3K",-0.0912839885395531,0.205050473022029,0.130835088911766,0.214060622194132,0.8,0.882352941176471,0.714285714285714,1
"PDCL3","PDCL3",-0.0879492381836099,0.133967793797757,0.0623861821680163,0.0842523951154419,0.75,0.764705882352941,0.571428571428571,0.8
"IFITM1","IFITM1",-0.0233233285642951,-0.0446635058165925,0.256604885587489,0.691558089621545,0.65,0.470588235294118,0.928571428571429,0.8
"MED6","MED6",0.00652139398242686,-0.154276248127033,-0.275268037901142,-0.0421400308694109,0.55,0.764705882352941,0.857142857142857,0.6
"HIST2H2BE","HIST2H2BE",0.069108896256479,-0.163929922616064,0.177365448332094,0.0150847925148056,0.6,0.764705882352941,0.928571428571429,0.4
"SNHG12","SNHG12",0.069020266152924,-0.0613366533621004,-0.0379804736871357,0.0475430267800558,0.45,0.529411764705882,0.571428571428571,0.8
"PRSS8","PRSS8",0.139881499851428,-0.348686147805714,-0.0993751465341973,-0.289257166341773,0.85,0.941176470588235,0.5,1
"MAD1L1","MAD1L1",0.0478673832932125,-0.114881205782866,0.0422787645848284,0.144822404309047,0.55,0.588235294117647,0.857142857142857,1
"IL2RG","IL2RG",0.182021682967516,-0.194772918745394,0.119635913215868,-0.174325843224362,0.7,0.882352941176471,0.714285714285714,0.8
"MRPS25","MRPS25",-0.0323060001725516,0.11601108196615,-0.0481254202369857,0.0756514414905615,0.65,0.705882352941177,0.785714285714286,0.6
"MACC1","MACC1",0.140191035000051,-0.405547269584643,-0.155617414463854,-0.00386178250051801,0.7,1,0.642857142857143,0.4
"SF3B14","SF3B14",-0.0225803159414011,0.0414774810408564,-0.120699467223761,0.203506286987785,0.55,0.764705882352941,0.571428571428571,1
"ATP5J","ATP5J",-0.0362730369662568,0.168885966315039,-0.267707354284766,0.75264238453081,0.65,0.764705882352941,0.928571428571429,1
"SQLE","SQLE",-0.14680038246224,0.240792933006666,-0.334406201139236,0.457077102627118,0.65,0.764705882352941,0.785714285714286,1
"NPEPPS","NPEPPS",0.091851279383139,-0.375503615120398,-0.0989870738256929,0.113890698344676,0.7,0.941176470588235,0.571428571428571,0.8
"NUDT5","NUDT5",-0.0975323947643632,0.208317924373734,-0.0461426590921077,0.301894147786622,0.65,0.823529411764706,0.571428571428571,1
"PPARD","PPARD",0.0835681659562226,-0.216785261839392,-0.147241756300467,-0.0711810143892819,0.55,0.764705882352941,0.928571428571429,0.6
"NR3C1","NR3C1",-0.0237614957797765,-0.0922698766341929,0.0166546681107705,-0.0457643043476068,0.4,0.470588235294118,0.428571428571429,0.8
"NOP16","NOP16",-0.108925066152568,0.142691096564491,0.0542991904477998,0.222756375748984,0.7,0.882352941176471,0.642857142857143,0.8
"RAD21","RAD21",-0.275643766567923,0.13523191520851,-0.0355507504764027,0.173528525120273,0.8,0.588235294117647,0.428571428571429,0.8
"RRP9","RRP9",-0.0830471135615063,0.066820917894065,0.020433326627326,0.134032813079831,0.8,0.705882352941177,0.714285714285714,1
"ST3GAL4","ST3GAL4",0.0189359305738825,-0.0421575856079978,0.0572925224313004,0.154857023564324,0.85,0.647058823529412,0.857142857142857,1
"FNDC3B","FNDC3B",0.0370597918562511,-0.323718502229692,-0.00540961220043523,-0.322214277534964,0.55,0.941176470588235,0.5,1
"CMSS1","CMSS1",-0.139098499389105,0.220988073405521,0.029909945907824,0.170425549004209,0.85,0.823529411764706,0.571428571428571,0.8
"YWHAB","YWHAB",-0.101588280921828,0.104559845111903,0.0246987671951333,0.310877358002065,0.75,0.705882352941177,0.571428571428571,1
"SLC6A8","SLC6A8",0.083208908256661,-0.544914396336448,-0.434621641865463,-0.117579030948961,0.55,1,1,0.8
"SNRPD1","SNRPD1",-0.308909458378536,0.376823212729699,0.161234631267903,0.301513530895256,0.75,0.882352941176471,0.642857142857143,1
"PTK2","PTK2",0.0276277324783938,-0.106307094802522,0.0199038872762905,-0.0388048625584915,0.65,0.647058823529412,0.642857142857143,0.6
"POP5","POP5",-0.151359896071129,0.111624317921524,0.044859586698575,0.0677617517135236,0.9,0.823529411764706,0.571428571428571,0.8
"QKI","QKI",0.00189004336023939,-0.172172573802437,-0.100470424225956,0.0243536863793739,0.6,0.882352941176471,0.5,0.8
"SYF2","SYF2",0.138544324360303,-0.103335427070335,-0.0278232497903947,0.0325920574280479,0.85,0.588235294117647,0.357142857142857,0.6
"EBNA1BP2","EBNA1BP2",-0.15402657471337,0.228659903403748,-0.0134008674598382,0.171336669022625,0.75,0.882352941176471,0.357142857142857,0.8
"TNIP1","TNIP1",0.00750602612705731,-0.220038778145914,-0.13102342180586,0.00499351595173085,0.7,0.705882352941177,0.857142857142857,0.4
"ONECUT3","ONECUT3",-0.0995977196248156,0.0146233155731899,0.00180595946318828,-0.0603632999394407,0.65,0.470588235294118,0.571428571428571,0.4
"C11orf83","C11orf83",-0.13933883069355,0.148329743600299,-0.0588550875439075,0.0125254756845614,0.75,0.823529411764706,0.571428571428571,0.4
"SRSF3","SRSF3",-0.184025841069552,0.164448328390427,-0.0110442356095991,0.186054814131336,0.75,0.647058823529412,0.428571428571429,0.6
"FAM210A","FAM210A",0.0724660103108294,-0.138715505475397,-0.0968107380804328,0.09710411725916,0.65,0.470588235294118,0.714285714285714,0.8
"NAA10","NAA10",-0.15499776938797,0.310966814580706,0.118568940661516,0.189068746249614,0.7,0.882352941176471,0.714285714285714,0.8
"MVP","MVP",0.0691394418478708,-0.0682347274472212,-0.046815659568207,0.157223228499598,0.55,0.529411764705882,0.714285714285714,1
"KIAA0907","KIAA0907",-0.050699582158769,-0.200892332947038,0.0285022758203,-0.0953129508621342,0.65,0.647058823529412,0.571428571428571,0.8
"LINC00152","LINC00152",-0.0067463727442717,-0.038938472556358,-0.177339187887089,0.245440443235239,0.55,0.470588235294118,0.642857142857143,0.8
"EMP3","EMP3",0.0621694919702244,-0.172464214030357,-0.229781245566672,-0.0253279420068455,0.7,0.588235294117647,0.571428571428571,0.4
"SEC61B","SEC61B",-0.0263126051735574,0.0300160856850496,-0.220797258151742,0.231552516469262,0.5,0.705882352941177,0.714285714285714,0.8
"SSNA1","SSNA1",-0.0445892201877291,0.159377058090336,-0.117660560745807,0.16391418644851,0.6,0.882352941176471,0.785714285714286,0.8
"DAAM1","DAAM1",0.0877371860374796,-0.239415042021761,-0.159622041067944,-0.00688524290894306,0.55,0.941176470588235,0.642857142857143,0.6
"FLNB","FLNB",-0.01628942328899,-0.444690231156781,-0.131750024532093,-0.0736488766104294,0.45,1,0.642857142857143,0.8
"HSPBP1","HSPBP1",-0.0436343928913432,0.113773754789605,0.031155293743537,0.0278216529608534,0.65,0.823529411764706,0.857142857142857,0.4
"ARPC1A","ARPC1A",0.0112912953161388,-0.0169614176838996,0.024629399658335,0.0216660249497115,0.6,0.529411764705882,0.5,0.6
"AIMP2","AIMP2",-0.148465325187662,0.129859083051185,0.00270021210795505,0.190688539566523,0.75,0.705882352941177,0.357142857142857,1
"EREG","EREG",-0.060129673064533,-0.122533621786295,0.276278717211345,0.203009028756328,0.45,0.411764705882353,0.785714285714286,1
"RAB8B","RAB8B",0.0583265642323658,-0.192414844145267,0.0446948097470071,0.0355537863680384,0.9,0.882352941176471,0.714285714285714,0.6
"CHMP5","CHMP5",0.092286558011317,-0.158700225514543,0.0939691559696308,0.267338628177316,0.65,0.588235294117647,0.642857142857143,0.8
